Runyoro,English
"nkaba ntakunihira ngu nisobora okugura eka yange, baitu ndi hanu, nitekaho omukono hakipapura wiiki ekwija","I never thought l'd be able to buy mu own home, but here l am, signing the papers next week."
"nkaba ngu ntakunihira nisobora okugura eka yange, baitu ndi hanu, nitekaho omukono hakipapura wiiki ekwija","I never thought l'd be able to buy mu own home, but here l am, signing the papers next week."
kakuba ntararabirweho baasi ekiro eki tinakutangaine engajani yange.,"if i hadn't missed the bus that day, i never would have met my best friend."
kakuba ntararabirweho baasi ekiro eki tinakutangaine yange. engajani,"if i hadn't missed the bus that day, i never would have met my best friend."
abantu habizina behumwize ebyamporampora,The crowd has back swayed and forth to the slow music.
Ntiirelye ebisisani nabusindika hamura kyaijo.,I drew a funny cartoon and posted it on social media yesterday.
ebisisani Ntiirelye rudingisa nabusindika hamura kiro kyaijo.,I drew a funny cartoon and posted it on social media yesterday.
okubura kwamaizi nikwija kutabaniza ebyokulima n'obulisa omukicweka,The water will affect agricultural production the region.
okubura kwamaizi nikwija ebyokulima kutabaniza n'obulisa omukicweka,The water scarcity will affect agricultural production in the region.
abantu bakwesoroleza omuka y'omunyoro habw'orukurato,People gathered at the chief's house for the meeting.
bakwesoroleza abantu omuka y'omunyoro habw'orukurato,People gathered at the chief's house for the meeting.
ebiro bisaatu omurubuga orututekanizaga kubungira,Three days in a city we have never planned to visit.
ebiro omurubuga bisaatu orututekanizaga kubungira,Three days in a city we have never planned to visit.
okucamuka kwamabale hansi omwitaka kukabaruka kwaletaho okuhangwaho obuhanga muhagati y'enyanja,The volcanic eruption created a new island in the middle of the ocean.
okucamuka kwamabale hansi omwitaka kukabaruka okuhangwaho kwaletaho obuhanga muhagati y'enyanja,The volcanic eruption created a new island in the middle of the ocean.
akatunga ha okwimukiza mulimo,He received a raise at work.
nyinenkuru nyowe naija kuruka ebibo eby'akatale kumara emyaka,My grandmother weave baskets for the market for many years.
nyinenkuru nyowe kuruka naija ebibo eby'akatale kumara emyaka nyingi,My grandmother will weave baskets for the market for many years.
"kakuba isomero likuburanganize obusinge, tekerezamu kakuba haba haliyo omulingo gundi gwona","If school has made you miserable, consider whether there's another way."
"kakuba likuburanganize isomero obusinge, tekerezamu kakuba haba haliyo omulingo gundi gwona","If school has made you miserable, consider whether there's another way."
y'omusomo twegeseze abalimi orukumi rumu omukukozesa orwezo kuruga omubijuzire,"By the end of this project, we have trained one thousand farmers in organic methods."
"hakumalira gunu, y'omusomo twegeseze abalimi orukumi rumu omukukozesa orwezo kuruga omubijuzire","By the end of this project, we have trained one thousand farmers in organic methods."
Ebiro bisatu omu rubuga kobunga.,in a city we'd planned to visit.
Ebiro omu bisatu rubuga orututatekanizaaga kobunga.,Three days in a city we'd never planned to visit.
omusaija ateka sente ze omumasamba,He invests in a real estate investment trust.
omusaija ateka sente omumasamba ze,He invests in a real estate investment trust.
tihakwija kuba kintu kibi nkokurubata mukigana otaine sokisi,There will be nothing worse than stepping in a puddle with on.
tihakwija kuba kintu kibi nkokurubata otaine mukigana sokisi,There will be nothing worse than stepping in a puddle with socks on.
ebihuka birubatire hamu bihimbire ebisosonkole nibibigara omukiju,The ants have marched in a long line carrying crumbs back to their nest.
birubatire ebihuka hamu omurukara bihimbire ebisosonkole nibibigara omukiju,The ants have marched in a long line carrying crumbs back to their nest.
akatebe akatunzi nikahayo hali omuguzi owamaani,The sales team is presenting to a major client.
akatebe nikahayo akatunzi hali omuguzi owamaani,The sales team is presenting to a major client.
omukazi asoraize embibo entoro z'okwahura,She has collected indigenous seeds for preservation.
asoraize omukazi embibo entoro z'okwahura,She has collected indigenous seeds for preservation.
omusaija naija kuteka sente omumasamba,He will invest in a real estate investment
omusaija naija kuteka ze sente omumasamba,He will invest in a real estate investment trust.
tihabaireho ekintu ekibi nkoku rubata omukigana otaine sokisi,There has been nothing worse than stepping in a puddle with socks on.
tihabaireho ekintu ekibi nkoku rubata omukigana sokisi otaine,There has been nothing worse than stepping in a puddle with socks on.
ekitebe kyabantu kikasagika bandi akazina kandi kamu,The crowd for the band to play one song.
ekitebe kikasagika kyabantu bandi okuterayo akazina kandi kamu,The crowd cheered for the band to play one more song.
"nkaba nttaine kuninhira kwona ngu ninyija kusobora kugura eka eyang,baitu ndi hanu, omukono hakipapura wiiki erukwija","I never have thought be to buy mu own home, but here l am, signing the papers next week."
"nkaba nttaine kuninhira kwona ngu ninyija kusobora eka kugura eyang,baitu ndi hanu, nitekakaho omukono hakipapura wiiki erukwija","I never have thought l'd be able to buy mu own home, but here l am, signing the papers next week."
anaga enjura naija kuzina nukwo enjura egwe egi eyitukwendera ebirimwa ijo,The rainmaker will dance to bring the rain that we for the yesterday.
anaga enjura naija kuzina nukwo egwe enjura egi eyitukwendera ebirimwa ijo,The rainmaker will dance to bring the rain that we need for the crops yesterday.
"dora ebinyonyi omumwanya; tibisigire rundi okugesa, baitu ise owomwiguru obirisa","Look at the birds of the air; they have not sown or reap, yet your heavenly father feeds them."
"dora ebinyonyi omumwanya; rundi tibisigire okugesa, baitu iwe ise owomwiguru obirisa","Look at the birds of the air; they have not sown or reap, yet your heavenly father feeds them."
Nsabira amadiini goona omugisa-itwena tuli baana Ruhanga omu.,I pray for peace among all religions-we're all children of the same God.
Nsabira amadiini goona omugisa-itwena tuli ba baana Ruhanga omu.,I pray for peace among all religions-we're all children of the same God.
ekika kaitu kigira engeri y'okutangira omwaka omuhyaka eyembaganiza,Our clan has had own special way of welcoming the new year.
ekika kaitu kigira y'okutangira engeri omwaka omuhyaka eyembaganiza,Our clan has had its own special way of welcoming the new year.
"kakuba isomero nirinja kukubuza obusinge, tekerezamu haliyo omulingo gundi gwona","If school will make you miserable, consider whether there's another way."
"kakuba isomero nirinja kukubuza obusinge, tekerezamu haba kakuba haliyo omulingo gundi gwona","If school will make you miserable, consider whether there's another way."
omukago gw'obusubuzi omuhyaka gwimukya ebitundwa aheru,The new trade deal exports.
omukago gw'obusubuzi omuhyaka ebitundwa gwimukya aheru,The new trade deal boosts exports.
tuzika abafu baitu omwitaka nambere baisenkuru itwe,We bury our dead in the ground where our ancestors rest.
tuzika abafu baitu nambere omwitaka baisenkuru itwe bahumura,We bury our dead in the ground where our ancestors rest.
Abasungi nibaseyeya enyuma nomumaiso habwekizina ekiruugenda mpora mpora.,The crowd is swaying back and forth to the slow music.
Abasungi nibaseyeya enyuma nomumaiso habwekizina ekiruugenda mpora. mpora,The crowd is swaying back and forth to the slow music.
ebiro bisaatu murubuga orutubaire tutwetekanizi kubungira,days in a city we never planned to visit.
ebiro murubuga bisaatu orutubaire tutwetekanizi kubungira,Three days in a city we never planned to visit.
omukazi akasoroza embibo entoro z'okwahura,She collects indigenous seeds for preservation.
akasoroza omukazi embibo entoro z'okwahura,She collects indigenous seeds for preservation.
omukazi aija kukora omukeeto kumara emyaka atakafokere CFO,She will work in the accounting department for years before she became CFO.
omukazi aija kukora omukeeto emyaka kumara nyingi atakafokere CFO,She will work in the accounting department for years before she became CFO.
nitwija kuha okusima emyoyo y'murusozi habwe emyandara amabale,We will give thanks to spirits of the mountains for the rocks and stones.
nitwija kuha okusima hali emyoyo y'murusozi habwe na emyandara amabale,We will give thanks to the spirits of the mountains for the rocks and stones.
igana lyabantu lika semererwa omukoro gutakatandikire,The crowd has buzzed with excitement before the show starts.
igana lyabantu lika semererwa gutakatandikire omukoro,The crowd has buzzed with excitement before the show starts.
bakitunzi batangatangaine omukuru kiguzi,The sales team has presented to a major client.
"omurundi wiiki erukwija, nitwija kubyama hamusa gwenyanja","This time next week, we lie on a beach."
"gunu omurundi wiiki erukwija, kubyama nitwija hamusa gwenyanja","This time next week, we will lie on a beach."
balima omusiri ni bakozesa turakita,They fields using a tractor.
balima ni omusiri bakozesa turakita,They plowed the fields using a tractor.
tuzikire abafu baitu nambere baisenkuru bahumura,We have our dead in the ground where our ancestors rest.
tuzikire abafu baitu nambere omwitaka baisenkuru itwe bahumura,We have buried our dead in the ground where our ancestors rest.
okubura kwamaizi kukatalibaniza ebyobulimi omukicweka,The water scarcity affected agricultural production in the region.
okubura kwamaizi ebyobulimi kukatalibaniza n'obulisa omukicweka,The water scarcity affected agricultural production in the region.
Akarwarro kaheereza obuheereza obukwatiraine n'okuzaara.,The clinic provides prenatal care for expectant mothers.
kaheereza Akarwarro obuheereza obukwatiraine n'okuzaara.,The clinic provides prenatal care for expectant mothers.
taxi empyaka nejakutandika omwaka ogurukwija,new tax is implemented next year.
taxi empyaka nejakutandika ogurukwija omwaka,The new tax is implemented next year.
"Akangambira ,""lzooba ndigenda kwongera kwimuka nyenkya, kandi naiwe nukwo"".","She told me , ""The sun will rise again tomorrow, and so will you""."
"Akangambira ndigenda ,""lzooba kwongera kwimuka nyenkya, kandi naiwe nukwo"".","She told me , ""The sun will rise again tomorrow, and so will you""."
nyinenkuru nyowe arukaka ebigega eby'akatale kumara emyaka nyingi,My grandmother weaves baskets for the market for many years.
nyinenkuru nyowe ebigega arukaka eby'akatale kumara emyaka nyingi,My grandmother weaves baskets for the market for many years.
enkoragana empyaka eyobusubuzi ekaimukya ebitundwa ye bw'obulimi aheru yihanga,The new trade deal boosted agricultural exports.
enkoragana empyaka eyobusubuzi ekaimukya ebitundwa ye aheru bw'obulimi yihanga,The new trade deal boosted agricultural exports.
obujanjabi bubaire bwasente baitu nibukoraho,treatment has been expensive but effective.
obujanjabi bubaire nyingi bwasente baitu nibukoraho,The treatment has been expensive but effective.
embya y'omukisaka ehambizege impala mayiro okuhikya ejwahire,The wild dog has chased the impala for miles until it out.
embya ehambizege y'omukisaka impala mayiro nyingi okuhikya ejwahire,The wild dog has chased the impala for miles until it tired out.
okaire okuba oyonjire amaino gawe emirundi ebiri buli mwaka,You needed to your teeth cleaned twice a year.
noyetagisibwa okaire okuba oyonjire amaino gawe emirundi ebiri buli mwaka,You have needed to have your teeth cleaned twice a year.
"kakuba oraba ogondeze okumanya ebyobuhangwa baitu, tandika n'ebyokulya baitu","If you have wanted to understand our culture, start with food."
"kakuba oraba ogondeze ebyobuhangwa okumanya baitu, tandika n'ebyokulya baitu","If you have wanted to understand our culture, start with our food."
irwaro rikatekaho obujanjabi abaine enda,The clinic provided prenatal care for expectant mothers.
irwaro rikatekaho obujanjabi abaine bw'abazaire enda,The clinic provided prenatal care for expectant mothers.
nija kugura ebintu mu supamaketi wiiki,I will buy groceries from supermarket every week.
nija kugura mu ebintu supamaketi buli wiiki,I will buy groceries from the supermarket every week.
nkairukira mwamunwani wange omukuru ijo,I run into an old friend yesterday.
nkairukira mwamunwani wange ijo omukuru,I run into an old friend yesterday.
omukazi naija kwega hakulima n'okulisa okwokwebaisaho,She will learn about sustainable agriculture.
omukazi naija kwega n'okulisa hakulima okwokwebaisaho,She will learn about sustainable agriculture.
kotoni ebaire kirimwa kyasente muno mukyasi kya amakumi abiri m'uganda,Cotton has a major cash crop in the early 20th century Uganda.
kotoni ebaire kirimwa kyasente muno mukyasi amakumi kya abiri m'uganda,Cotton has become a major cash crop in the early 20th century Uganda.
"kakuba obaire noyenda okwetegereza ebyobuhangwa baitu, tandika n'ebyokulya baitu.","If you wanted to understand our culture, start with our food."
"kakuba obaire noyenda okwetegereza ebyobuhangwa baitu, n'ebyokulya tandika baitu.","If you wanted to understand our culture, start with our food."
"kakuba isomero lyakubulize obusinge, tekerezamu kakuba haba haliyo omulingo gundi gwona","If school you miserable, consider whether there's another way."
"kakuba isomero lyakubulize obusinge, tekerezamu haba kakuba haliyo omulingo gundi gwona","If school made you miserable, consider whether there's another way."
"omukazi akangamba,""omusana nigwija kujwa omurundi gundi nyenkya, kandi naiwe oti.""","She tells me,""The sun will rise again tomorrow, so will you""."
"omukazi akangamba,""omusana nigwija kujwa omurundi gundi kandi nyenkya, naiwe oti.""","She tells me,""The sun will rise again tomorrow, and so will you""."
ebihuka bikarubatira hamu murukara bihimbire ebisosonkole nibibigara omukiju,The ants marched in a long line carrying crumbs back to their
ebihuka bikarubatira hamu bihimbire murukara ebisosonkole nibibigara omukiju,The ants marched in a long line carrying crumbs back to their nest.
cukamba y'omuyanja nejakuturukya ehuzo zamakamba okwerwanaho,The sea cucumber will squirt sticky threads to defend itself.
cukamba y'omuyanja ehuzo nejakuturukya zamakamba okwerwanaho,The sea cucumber will squirt sticky threads to defend itself.
nyirukire mwamunwani wange omukuru ijo,I have run into an old friend yesterday.
nyirukire wange mwamunwani omukuru ijo,I have run into an old friend yesterday.
"hakumalira ye kyasa kinu, tukahindura ekoragana yaitu n'byobuhangwa","The the end of this century, we transformed our relationship with nature."
"hakumalira ye kyasa kinu, tukahindura ekoragana n'byobuhangwa yaitu","The the end of this century, we transformed our relationship with nature."
nkega nyeka nobukuba ndi muburumi-nikimanyisa nkyali mwomezi,I learned to be grateful even in pain-it means I'm still alive to feel.
nkega kwenyumirizamu nyeka ndi nobukuba muburumi-nikimanyisa nkyali mwomezi,I learned to be grateful even in pain-it means I'm still alive to feel.
ebihuka nibija kurubatira murukara bihimbire ebisosonkole nibibigara omukiju,The ants will in a long line carrying crumbs back to their nest.
ebihuka nibija kurubatira murukara ebisosonkole bihimbire nibibigara omukiju,The ants will march in a long line carrying crumbs back to their nest.
kotoni naija kuba kirimwa kyasente mukyasi kya amkumi abiri,Cotton will become a cash crop the early 20th century Uganda.
kotoni naija kuba kirimwa mukyasi kyasente kya amkumi abiri m'uganda,Cotton will become a major cash crop in the early 20th century Uganda.
abantu nibaija kwombeka iramizo erihyaka nambere bona batina,The community will build a new shrine at the sacred spring.
abantu nibaija kwombeka iramizo nambere erihyaka bona batina,The community will build a new shrine at the sacred spring.
"gunu omurundi erukwija, tubyamire hamusa gwenyanja","This time next week, we have lied on a beach."
"gunu omurundi erukwija, wiiki tubyamire hamusa gwenyanja","This time next week, we have lied on a beach."
ebizina byenzarwa hamu n'okucekeca n'orunyege bibaire mokijaguzo,Traditional music and has danced accompained ceremonies.
ebizina hamu byenzarwa n'okucekeca n'orunyege bibaire mokijaguzo,Traditional music and has danced accompained ceremonies.
omukazi ataaha naworoza hamu nokulinda,She had been collecting indigenous seeds for preservation.
ataaha omukazi naworoza hamu nokulinda,She had been collecting indigenous seeds for preservation.
enkoragana empyaka eyobusubuzi imukya ebitundwa ye bw'obulimi aheru yihanga,The new trade boosts agricultural exports.
empyaka enkoragana eyobusubuzi imukya ebitundwa ye bw'obulimi aheru yihanga,The new trade deal boosts agricultural exports.
"hakumalira y'omusomo gunu, ni twija kuba twegeseze abalimi orukumi rumu omukukozesa orwezo kuruga omubijunzire","By the end of this project, we train one thousand farmers in organic methods."
"y'omusomo hakumalira gunu, ni twija kuba twegeseze abalimi orukumi rumu omukukozesa orwezo kuruga omubijunzire","By the end of this project, we train one thousand farmers in organic methods."
abantu abaingi abesoroize abaijwiire omwiro omuzaano gutakatandikire,The crowd is buzzing with excitement before the show starts.
abaingi abantu abesoroize abaijwiire omwiro omuzaano gutakatandikire,The crowd is buzzing with excitement before the show starts.
"kakuba nkugambira ekintu kimu hali ekiniga,kiri ngu tokwija kukirugaho-nokirabamu","If I told you one thing about grief, it's that you never get over it-you get it."
"kakuba nkugambira ekintu hali kimu ekiniga,kiri ngu tokwija kukirugaho-nokirabamu","If I told you one thing about grief, it's that you never get over it-you get through it."
"Kakuba ndi wokukugambira ekintu kimu hali enaku, nikyo ngu otaligyehugura-ogirabemu.","If I could tell you one thing about grief, it's that you never get over it-you get it."
"Kakuba ndi wokukugambira ekintu kimu hali enaku, nikyo otaligyehugura-ogirabemu. ngu","If I could tell you one thing about grief, it's that you never get over it-you get through it."
ninyija kusabira obusinge omumadini gona-ntwena tuli baana baruhanga omu,I will pray for peace among all religions-we're all children of the same God.
ninyija kusabira obusinge omumadini gona-ntwena tuli baana omu baruhanga,I will pray for peace among all religions-we're all children of the same God.
omutezi naija kuteranizaho omulere ha bandi,The harmonica player has added bluesy feel to the band's sound.
omutezi wenanga naija kuteranizaho ha omulere bandi,The harmonica player has added a bluesy feel to the band's sound.
ekika kaitu nikija kugira engeri y'okutangira omwaka omuhyaka eyemabaganiza,Our clan will have its own special way of welcoming the new year.
ekika kaitu nikija kugira engeri omwaka y'okutangira omuhyaka eyemabaganiza,Our clan will have its own special way of welcoming the new year.
"mutabani wange akagwize,""ruhanga ali nkaha?"" nkamusongera hamutima gwange n'ogwe","My son has asked me,""Where is God?""I pointed to my heart and his."
"wange mutabani akagwize,""ruhanga ali nkaha?"" nkamusongera hamutima gwange n'ogwe","My son has asked me,""Where is God?""I pointed to my heart and his."
abantu baisoroize omuka y'omunyoro habworukurato,People have gathered at the chief's house for the meeting.
abantu omuka baisoroize y'omunyoro habworukurato,People have gathered at the chief's house for the meeting.
ekyoma kyomubaizi kikabaija ekisisani kuruga omukihinju kyekiti,The sculptor chisels a figure out of a block of wood.
ekyoma kyomubaizi kikabaija kuruga ekisisani omukihinju kyekiti,The sculptor chisels a figure out of a single block of wood.
abantu bakehumuzamu ebyamporampora habizina,The crowd back swayed and forth to the slow music.
nkasabira obusinge omumadini gona- ntwena tuli baana baruhanga,I prayed for peace among all religions-we're all children of the same God.
nkasabira omumadini obusinge gona- ntwena tuli baana baruhanga omu,I prayed for peace among all religions-we're all children of the same God.
"mutabani wange naija kukaguza,""ruhanga ali nkaha?"" ninjakusomnga hamutima n'ogwe","My son will ask me,""Where is God?""I pointed to my heart and his."
"mutabani wange naija kukaguza,""ruhanga ali nkaha?"" ninjakusomnga hamutima n'ogwe gwange","My son will ask me,""Where is God?""I pointed to my heart and his."
nguzire ebuntu omu supamaketi buli wiiki,I have bought groceries from the supermarket every week.
nguzire ebuntu omu buli supamaketi wiiki,I have bought groceries from the supermarket every week.
omusaija akateka sente ze omumasamba,He invested in a real estate investment trust.
omusaija akateka ze sente omumasamba,He invested in a real estate investment trust.
busayo ekibi nkokurubata mukigana otajaire sokisi,There was nothing worse than stepping in a puddle socks on.
busayo ekibi kintu nkokurubata mukigana otajaire sokisi,There was nothing worse than stepping in a puddle with socks on.
abantu bombekere iramizo erihyaka namebere bona batina,The community has built new shrine at the sacred spring.
abantu bombekere erihyaka iramizo namebere bona batina,The community has built a new shrine at the sacred spring.
eka yaitu nija kujaguzaga amagesa namazina agokusima itaka,Our family will always celebrate the harvest with a dance that thanks the earth.
eka yaitu nija kujaguzaga amagesa namazina itaka agokusima,Our family will always celebrate the harvest with a dance that thanks the earth.
omusoro omuhya nigwija omuunkora mumwaka omuhyaka,The new tax will be implemented year.
omusoro nigwija omuhya kuteebwa omuunkora mumwaka omuhyaka,The new tax will be implemented next year.
gavumenti neja kuletaho enkora empyaka hali abalimi abakulima ebyokulya,The government will provide subsidies for farmers who practice sustainable agriculture.
gavumenti neja kuletaho enkora empyaka abalimi hali abakulima ebyokulya,The government will provide subsidies for farmers who practice sustainable agriculture.
etandikire NRA enkora endi,The NRA has developed a parallel administration.
ekyaro kaitu kiguma nikiyamba abo abatakwesobora,Our village always helped those who are in need.
ekyaro kaitu kiguma nikiyamba boona abo abatakwesobora,Our village always helped those who are in need.
abekento alipota bamalirizege y'omwaka,The finance team has finalized the annual report.
ekyaro kaitu kiraguma nikiyamba abo boona,Our village will always help those who in need.
kaitu ekyaro kiraguma nikiyamba abo boona abatakwesobora,Our village will always help those who are in need.
atunga ha okwimukiza mulimo,He receives a raise at work.
"kakuba basi etalindekere ekiro eki, tinandibwoine munyani wange muno.","If i did not miss the bus that day, i never would have met my best friend."
"basi kakuba etalindekere ekiro eki, tinandibwoine munyani wange muno.","If i did not miss the bus that day, i never would have met my best friend."
Akatebe akeby'ensimbi nikamaliiriza ensoborra ( ripoota ) eyabuli mwaka.,The finance team is finalizing the annual report.
Akatebe akeby'ensimbi nikamaliiriza ensoborra ( ) ripoota eyabuli mwaka.,The finance team is finalizing the annual report.
"nyikaire ntakukinihira ngu ninyija kugura eka yange, baitu ndi hanu, ninyija kutekaho omukono hakipapura wiiki ekwija","I never will think l'd be able to buy mu own home, but here l am, signing the papers next week."
"nyikaire ntakukinihira ngu ninyija kugura eka yange, baitu ndi hanu, ninyija kutekaho hakipapura omukono wiiki ekwija","I never will think l'd be able to buy mu own home, but here l am, signing the papers next week."
owenanga ruhuhwa nayongeramu okukwatwaho kwobujure nokwecumitiriza gebidongp,The harmonica player adds a bluesy feel to the sound.
owenanga ruhuhwa nayongeramu okukwatwaho kwobujure nokwecumitiriza gebidongp omumaraka,The harmonica player adds a bluesy feel to the band's sound.
ekyoma kyomubaizi nikija kubaija ekisisani kuruga omukihinju kyekiti,The sculptor will chisel figure out of a single block of wood.
ekyoma kyomubaizi nikija kubaija ekisisani omukihinju kuruga kyekiti,The sculptor will chisel a figure out of a single block of wood.
akahuka nikaija kujanjara muno mubantu,The virus will widely circulate in the community.
akahuka nikaija kujanjara mubantu muno,The virus will widely circulate in the community.
igana lyabantu nokusemererwa omukoro gutakatandikire,The buzzed with excitement the show starts.
lyabantu igana bakatoka nokusemererwa omukoro gutakatandikire,The crowd buzzed with excitement before the show starts.
Omwegesa wange owungonza akagamba nyine ekisembo ky'okuhandiika -ebyo ebigambo bikaguma nanye.,My favorite teacher told me that i had a gift- for writing those words stayed with me.
Omwegesa wange akagamba owungonza nyine ekisembo ky'okuhandiika -ebyo ebigambo bikaguma nanye.,My favorite teacher told me that i had a gift- for writing those words stayed with me.
"y'omusomo gunu, nitwegesa abalimi orukumi rumu omukukozesa orwezo kuruga omubijuzire","By the end of this project, we trained one thousand farmers in organic methods."
"hakumalira y'omusomo gunu, nitwegesa abalimi orukumi omukukozesa rumu orwezo kuruga omubijuzire","By the end of this project, we trained one thousand farmers in organic methods."
"kakuba nakugambira ekintu kimu hali ekiniga, kiri tokwija kukirugaho-nokirabamu","If I will tell you one thing grief, it's that you never get over it-you get through it."
"kakuba nakugambira kimu ekintu hali ekiniga, kiri ngu tokwija kukirugaho-nokirabamu","If I will tell you one thing about grief, it's that you never get over it-you get through it."
omutendereza amanyirire abakuru nekizina kye ijo,The praise singer has honored the chief's bravery with his song yesterday.
omutendereza abakuru amanyirire nekizina kye ijo,The praise singer has honored the chief's bravery with his song yesterday.
egali y'omwika eraba aheru y'orubuga ebaire nungi muno nti nkaba ntasobora kubyama ntagirozire,The train ride through the countryside has so been beautiful that i did'nt sleep a wink.
egali y'omwika eraba aheru ebaire y'orubuga nungi muno nti nkaba ntasobora kubyama ntagirozire,The train ride through the countryside has so been beautiful that i did'nt sleep a wink.
"omurundi gw'okubanza ninyija kugenda mwomubudabuda, nkatina ekinazonzora hali nyowe","The first time I will go to therapy, I was terrified of what might discover myself."
"omurundi gw'okubanza ninyija mwomubudabuda, kugenda nkatina ekinazonzora hali nyowe","The first time I will go to therapy, I was terrified of what I might discover about myself."
embuzi bazihare omubazi gw'enjoka nkabuliro,The goats have regularly been dewormed.
embuzi omubazi bazihare gw'enjoka nkabuliro,The goats have regularly been dewormed.
Kakuba gavumenti yakozeseze kare amaani Twakubaire lwiina ebitwehinguliriize ebyeowruuu muno.,"If the government had invested in renewable energy earlier, we could have a cleaner environment now."
Kakuba gavumenti yakozeseze kare amaani Twakubaire lwiina ebitwehinguliriize muno. ebyeowruuu,"If the government had invested in renewable energy earlier, we could have a cleaner environment now."
Ntaaha nyine obuleemezi okutekaho omutiima.,I've been having difficulty concetrating.
Ntaaha nyine okutekaho obuleemezi omutiima.,I've been having difficulty concetrating.
ekika ky'ababiito kiremere bunyoro kurugira kimu omkyasi kya 16th,The Babiito dynasty ruled Bunyoro since the 16th century.
ekika ky'ababiito kiremere bunyoro kurugira kimu omkyasi 16th kya,The Babiito dynasty ruled Bunyoro since the 16th century.
obaire noyenda okutekaho okwokya rundi aisi nambere hatunire obuhuta,You needed apply heat or ice to the injured
obaire noyenda okutekaho okwokya rundi nambere aisi hatunire obuhuta,You needed to apply heat or ice to the injured area.
Obuguuda bwihanga butungire omurro ogwokutemba okwemihendo.,The economy is facing inflationary pressures.
Obuguuda bwihanga butungire ogwokutemba omurro okwemihendo.,The economy is facing inflationary pressures.
nyikaire ninyetagisibya sukali okusara,I have needed to cut down on sugar.
"kakuba omuntu afwa, ekyaro kija okunahukara, oba babamanyire muno rundi tibabamanyire","When someone died, the whole village comes to pay respects, whether they knew them well or not."
"kakuba omuntu afwa, ekyaro kyona kija okunahukara, babamanyire oba muno rundi tibabamanyire","When someone died, the whole village comes to pay respects, whether they knew them well or not."
atafike omugabo gwa bakama babizinesi,He never missed a dividend payment.
atafike omugabo gwa babizinesi bakama,He never missed a dividend payment.
ebyefuna bikahambirize emihendo y'ebintu okweyongera muno,The economy faced inflationary pressures.
bikahambirize ebyefuna emihendo y'ebintu okweyongera muno,The economy faced inflationary pressures.
"kakuba omuntu afwa omukyaro kyaitu, abantu bona besoroza baija okusagika eka","When someone die in our village, the whole community together came to support the family."
"kakuba omuntu omukyaro afwa kyaitu, abantu bona besoroza baija okusagika eka","When someone die in our village, the whole community together came to support the family."
ekika kyabaiito kulema bunyoro kurugira mukyasi kya 16th,The Babiito dynasty will rule Bunyoro the 16th
ekika kyabaiito kulema nikija bunyoro kurugira kimu mukyasi kya 16th,The Babiito dynasty will rule Bunyoro since the 16th century.
obuzibu ngira by'okutekana n'okuhuliriza,I have had difficulty concetrating.
Enganikyo zoleka ebya abantu abakuru,Oral history projects record elders'
Enganikyo zoleka ebya abakuru abantu ebibamanyire,Oral history projects record elders' memories.
embuzi nizihebwa omubazi gwenjoka buli kasumi,The goats are being dewormed
embuzi omubazi nizihebwa gwenjoka buli kasumi,The goats are being dewormed regularly.
"ekiniga kizirege omubicweka ebiro ninsobora okwikya, ebiro ebindi tinkusobora","The grief has come in waves some days l can breath, some days l can't."
"ekiniga kizirege omubicweka ebimu ebiro ninsobora okwikya, ebiro ebindi tinkusobora","The grief has come in waves some days l can breath, some days l can't."
abasija abato bombekere orugo rw'ente ouhyaka,The young men have built the new kraal for the cattle.
abasija bombekere abato orugo rw'ente ouhyaka,The young men have built the new kraal for the cattle.
"kakuba gavumenti ebaire etairemu sente kara, ntusobora okuba n'ebyobuhangwa","If the government has invested in renewable energy earlier, we could a cleaner environment now."
"kakuba gavumenti ebaire sente etairemu kara, ntusobora okuba n'ebyobuhangwa ebiyounjo","If the government has invested in renewable energy earlier, we could have a cleaner environment now."
"kakuba okwgaramu obumanzi nkabaza nawe kirokinu, titwanditungire obunyani bunu","If l does not muster the courage to talk to her that day, we would have missed out on this friendship."
"kakuba ntatunga okwgaramu obumanzi nkabaza nawe titwanditungire kirokinu, obunyani bunu","If l does not muster the courage to talk to her that day, we would have missed out on this friendship."
obujanjabi bukakora hamu n'emibazi endi,The medication with other drugs.
obujanjabi hamu bukakora n'emibazi endi,The medication interacted with other drugs.
izaniro ly'emizano elihyaka balitekanize shakespeare azanira musizoni y'omusana,The new theater has staged Shakespeare plays every summer.
izaniro ly'emizano elihyaka balitekanize shakespeare azanira buli y'omusana musizoni,The new theater has staged Shakespeare plays every summer.
"kakuba omuntu afwa omukyaro kyaitu, abantu bona baija baije okusagika eka","When someone die in our village, the whole community has together come to support the family."
"kakuba omuntu afwa omukyaro kyaitu, abantu bona baija baije kwesoroza okusagika eka","When someone die in our village, the whole community has together come to support the family."
naija okundindisa okumara esha yona,She will make me wait for an hour.
naija okumara okundindisa esha yona,She will make me wait for an hour.
Okusendwa kw'itaka kuleteriize abalimi kuleka itaka lyaabo bakagenda bibuga.,The soil erosion has been forcing forcing farers to abandon their and move cities.
Okusendwa kw'itaka kuleteriize abalimi itaka kuleka lyaabo bakagenda mu bibuga.,The soil erosion has been forcing forcing farers to abandon their land and move to cities.
"kakuba ntalitungire okwegaramu obumanzi nkabaza nawe kirokinu, titwanditungire obunyani bunu","If l did muster the courage to talk to her that day, we would have missed out on this friendship."
