Kyakataano	Fifth day of the week
Kugemesa	A preparation providing immunity to a disease
emeeriyomwika	A ship propelled by steam
ekyotooni	A sanitation fixture
ekibumbirwe	A carved or cast figure
oruho	Liquid applied as mist
Basitoroora	A small gun
kwohebwa	The desire to do something wrong
Nyampara	A person in charge of a collection
omukaaga	Money or property paid by a groom to the family of his bride
ebikiikyo	A puzzling question
kamutale	A spicy pepper
nyinyimbwa	dark or pooorly lit, especially so as to appear depressing
omuzaano	leisure activity
bazaa	A market in a Middle Eastern country
Ebaara	Place serving drinks
Okutembwa	An overwhelming feeling of spiritual joy
Omuzaire	Mother or father
Orupimo	The size of a dose
kumamirra	Preserving food with salt
Kumara	Sufficient amount
Taoisma	A Chinese philosophy and religion
Ekihandiika	A written work especially one composed for educational purposes
Ekiyudaaya-dai	A branch of Judaism
Obukuru	How old someone is
enkorro	Expelling air from lungs
ebyafaayo	The study of past events
Amagita	Oil used for anointing
Mahayana	A branch of Buddhism
Esahaani	A flat dish
Empeera	Payment for work
Amooti	Pet name
mirembe	A greeting
Kuhamba	A sudden seizure of power
ekisalizo	A long blade for mowing grass
obuziinge	Freedom from war
Orusenyisenyi.	Fine sand, clay, or other material carried by running water
Sikooko	A large bird raised for meat
omutendeki	A person who teaches something
Kuzoora	Find something unexpectedly or in the course of a search
Kulima	The science or practice of farming
oruguudo	A path for travel
ebimanyirwe	A historical account written from personal knowledge
omutwe	top part of body
Abagahi	The Bagahi are ritualists in Tooro
Muto	A very young child
Basilika	A large important church
Obuyonjo	Conditions relating to public health
GPA	Grade point average
Kusaasa	Physical suffering or discomfort
Kukerererwa	Arriving after the expected time
Binzali	A yellow root used as spice
Omugabo	Unit of ownership
Gorra	Right; to make errors
ebisorozibwe	A group of objects gathered together
ekisaaru	A large natural stream of water
Omwegesa	A person who teaches religious doctrine
Esahani	Flat dish for food
Obuncankuncanku	Small meal between meals
Umura	A pilgrimage to Mecca at any time
Orugendo	A journey or excursion, especially for pleasure
Imamu	The person who leads prayers in a mosque
Binu	Plural of this
ezaabu	gold is precious yellow metal
Serafi	A type of angel with six wings
coroko	A legume high in protein
ikaali	A play using humor to criticize
Kucwamu	An act of assessing something
ogorobe	farewell expression
Omubazi	The science of diagnosing and treating disease
kitunguhya	Pale red
ebyokulya	Fermented grass stored as animal feed
ebyabaireho	Another term for a flashback.
ekisoma bwiire ekitaito	Robin-chat
Kubihirwa	Feeling upset
isenkuru	parent's father
Byona-bikole	Mix of market and state
enkuningu	Ross's turaco
ekituuro	A hole where a dead body is buried
obwooki	sweet substance from bees
Ebikozirwe	A scientific procedure to discover something
emalirra	The final outcome or end of the story.
Oburwaire	A disorder affecting plant health
Syllabus	The subjects in a course of study or teaching
Encu rwazaabu	Goldfish
omutembuzi	A person who is the first to do something
Ekiikopo	A large cup
Ente	Mature female bovine
Omutambi	A person who uses spiritual methods to heal
akokurorwaho	A thing that represents or stands for something else
akaimukirro	A public protest
omunywani	A person with whom one has a bond of mutual affection
Kinu	Referring to something near
okusingurwa	A loss in a contest
Obutungura	A bulb vegetable
obubiito	The class of nobles
Kwekambisa	The process of being mentally stimulated
Kujanga	Afilm about love
Guru	A Hindu spiritual teacher
okuteeegendereza okutataho omulima	adjective
Orusozi	A large natural elevation of the earth's surface
Mukama-wobusubuzi	Person who owns a business
Oburorwaho	An objective evidence of disease
Kutandiika	The process of entering a school or university
obulemi	The period of a ruler's rule
nyetegeriize	i under stand
Ekipiripyo	A glass-like coating on pottery
Ikorro	Place for manufacturing
omuzimu	A non-physical being, such as a ghost or ancestor
Orutaali	A table for religious ceremonies
Ebijwenge	The long hair on the neck of a male lion
Omwoleko	A public display of works of art
Omubikira	A nun
Ebyenyuma	The organ nourishing the fetus
orutimbi	Cloth in front of the stage
kwebeisaaho	A means of securing the necessities of life
muhikirure	Behavior showing high moral standards
Ganjesi	A sacred river in Hinduism
Omuguha gukaba nigunanuka	Stretchy
Encu rwamarangi nyabutonotono	Guppy
ebyabulikiro	Informal words or phrases used in everyday conversation.
Oburofu	Not clean
Oruganda	Group of people related
ABAISIKATWE	The Abaisikatwe are few people scattered near and there in Bunyooro and Tooro
Omusiga-nsimbi	Person who invests
owabumuntu	A place where people establish a community
Kwetegereza	Gain knowledge or skill through study or experience
Oburorwaho	The number of points achieved in a test
Bambi	Polite request word
Aserra	He looks around
Akasiimo	A thing given in recognition of service effort or achievement
Ogoroobe	An act of parting or of marking someone's departure.
Tindukumanya	Statement of not knowing
Hansi-muno	Lowest point
eryahurro	A place where things are stored
Nibingana ereetera omuguzi nomutunzi okusemererwa.	Equilibrium
Oburwaire	The invasion of the body by pathogens
Ekikoba	A strip for binding wounds
ekitebe	group of students; social ran k
enkoolimbo	A lens-shaped legume
kwesereka	A state of dormancy during hot or dry periods
Ebyemizano	Competitive physical activity
Omusigazi	A teenager
kibuubi	between black and white
Amafuta	Material for energy
Sekka.	A leader in a Muslim community
Terevada	A branch of Buddhism
kuhuniriza	unexpected event
ebinagirwe	Waste material; refuse
Masiketi	An early type of gun
semeza	to make better
kusoma	The action of reading
Babiloni	An ancient city in Mesopotamia
obutaikiranganiza	The central struggle or problem that drives the plot.
omunaku	A poor smallholder farmer
ebitakukwatagana	A story that does not follow a straight chronological path.
Orusozi	A large natural elevation of the earth's surface.
Kuzaarwa	The emergence of a baby
tunga	to obtain
omuhugi	A person who lives by hunting and gathering
ekisisi	A gourd whose hard shell is used as a container
Enyarusuzi ruhiiga bikooto	Genet
Kugumibwa	A rite confirming baptismal vows
Anglicani	The faith of the Church of England
ekinyonyi	A feathered animal that may eat crops
okubonabo	Suffering from lack of food
omulingo	Classification of soil by composition
ekyokulimalima	A machine for preparing soil
Omubumbi	A person who makes pottery
Omukuru	An older person
mali	Truly; very
akasozi	rounded elevation of land
kukenga	Perceive the intended meaning of something
Ekitonsa	Large mashroom
Ekisaaru	A large natural stream of water flowing in a channel
kwatura	Acknowledgment of sin
ekitontome	A piece of poetry
Kukenenwa	The removal of excess water from an area
Hokuraara	A large bedroom for a number of people, especially in a boarding school
Arukwehangahanga	A person who creates art
amasisaniza	A comparison using like or as
Ebigonzi.	The regular rise and fall of the sea level
Omusenyi	A loose granular substance formed from eroded rocks
Apuuli	Apuuli is a pet name for men
obwingoniza	Just behavior or treatment; the quality of being fair and reasonable
Okufeerwa	Money lost
oburofu	Waste matter
Mutima	The spiritual part of a human
omwenjezi	A person who moves from place to place
Kubunga	A short journey for pleasure
Ekiraija	That is coming
omufakati	A woman who has lost her spouse by death and has not remarried
Ekizaniro	An outdoor area for children to play
orukaara	A group of lines in a poem
Omufumu	Medical professional
kwolekabebyahinguire	A scene from the past
Ebisaaru	Rivers ( swamps )
ekihemeheme	A figure set up to scare birds
Kantikaali	A hymn or chant
tindukwetegeereza	lack of comprehensions
Omuntu	A human being
Ekihuumo	Folk songs sang by women in praise of themselves
kuziika	The action of placing a dead body in a grave
ekisisani	A structure erected to commemorate a person or event
Omurozi	A person who sees visions
omunyonyi kalya buli kimu	Gull
Rwebagyo	Late part of day
okwereema	The fact of being independent
omulimo	paid position
Ekokoro	Malignant growth
Ebisa	Uterine muscle tightening during labor
ogworwooya	Treating with fumes to kill pests
ekyokuswekeera	A crop grown to protect soil
Ijo	The day before today
Nyineju	Female spouse
Hamiteji	The dwelling of a hermit
Okugarukirra	Decline in activity
Hara	At a great distance.
Orwigi	Entrance to a room
enjara	Lack of food
Okuziika	The act of placing a dead body in a grave
Omukerubi	A type of angel, often depicted as a winged child
Okuzaara	The process of giving birth
omwana	A person's child or children
obwiru	The practice of owning slaves
Hokwogera	Tub for bathing
Bombi	The two; the one and the other
Ekyenju	Long curved yellow fruit
omu	indicating inside
Kukaguliriza	The systematic investigation into materials to establish facts
Ekinyonyi	Feathered animal
Kugomoka	Overweight, animal tissue.
amananu	That which is true or in accordance with fact or reality
orweezo	Animal dung used for fertilizing land.
Ebisorozibwe	A group of works gathered together
Omulimi	Person who farms
okwebuga	A long poem narrating the deeds of a hero
nahabweki	A word or phrase that connects ideas or events.
Bombo	An instrument for injections
Omubikira	A woman who has taken religious vows
semererwa	notice ably happy and optimistic
enju	building for living
encouragement	The reason or reasons one has for acting or bahaving in a particular way
obusubuzi	The activity of buying and selling
ogoobe	said before sleeping
kaaroli	Marabou stork
Omwana	A young human
Orame	Friendly way to say goodbye
emponderana	The way a story is organized, including its plot, chapters, and narrative flow.
Adyeeri	Pet name
Omusaara	Fixed regular payment
Eryahuuro	Sliding storage compartment
orutindo	A structure carrying a road over something
Kizaazi-mirimo	Person starting a business
Kukora	Action or doing
abatema	Abatema is one of the clan in Bunyoro and Tooro
Kyomuhendo	Costing a lot
omuzindaaro	A device for producing sound
Omusiri	Land for growing crops.
Ihangiro	A holy or sacred place
Ebihimba	Edible seeds in pods
enfuka	A tool for weeding and breaking soil
itaka	natural resources
Mecca	The holiest city of Islam
owebyafaayo	An expert in history
Kigumiibwe	Without doubt
kukora	Transforming raw products
Omudikoni	A member of the clergy below a priest
tiimanyire	statement of not knowing
ebikora-ebintu	goods for production
Enkinzo	A shot of medicine
Entandiko	The introduction to a song
Emeeza	A piece of furniture with a flat top
Kutagatanga	A gathering of people who have been apart
Ikoorro	Place where goods are made.
ekigaali	A vehicle pulled by animals
akanyaswiswi	African pied wagtail
Kuguma	Treatment to remove worms
Kwekamba	Having or showing care and conscientiousness in one's work
Ekimulikyo	A battery-powered portable light.
Iriiro	Room for eating meals
Abahamba	The Abahamba are quick to act and they have good families.
emigaru-yomuntu	An account of someone's life
Abasororwa	The body of people ordained for religious duties
empinduka yemihendo	Elasticity
Kwenoba	Long severe recession
omuzigaijo	The first child born to a person or couple
Omuliisa	A person who looks after grazing animals
Ekikaguzo	A sentence worded to elicit information
obugwagwa	Immoral or wicked behavior
Abaisanze	The Abaisanza are guards of the seat of the king of Tooro.
kusaraenseke	Female sterilization
Ekiganyiro	Compassion or forgiveness shown by God
Emibazi	A substance used medicinally
obutagasi	hotness;to make hot
Omuhereza	A member of the clergy
Kuteekaana	Notice taken of someone or something
enkuba	Sound from lightning
Obwegese	The process of receiving or giving systematic instruction
kwatuurra	Emerging from an egg
Omusiri	Area of open land
omugo	The spouse of a monarch
Ruhanga	A supreme being, creator, and ruler of the universe
Ninsobora?	Asking for permission
Ebisuba	Not true
ebikwako	The emblems of royalty
baza	to talk informally; conversation
ekitungeezi	A barrier to hold back water
Ekyamahano	An extraordinary event attributed to divine intervention
Kwanika	Removing moisture to preserve food
Asura	An ancient kingdom in Mesopotamia
Kandombo	An Afro-Brazilian religion
Saduhu	A holy person in Hinduism
Ensese	Inflamation of intestines
Akakonge	Slip for travel or entry
Itaagi	A part of a tree that grows out from the trunk
ekitebe	A ceremonial chair for a sovereign
emigani	A traditional heroic story
Ebyomwoyo	The state of being divine
Omurungi	Attractive in a pretty way
Kucwa	A fracture
Kunihiza	A solemn promise to God
Korani	The Islamic sacred book
obutiti	low temperatures
Amakondere	Traditional music flutes
obuhikirire	The state of being holy
akahuka	coffee leaf rust
karuziika	The official residence of a sovereign
Omwoyo-Mubi	An evil spirit
Manyirwe	Well known
Abacwa	The Abacwa are few in Bunyoro and Tooro
Ekigiko	Utensil for liquids
Abatimbo	Royal musicians whose music insights danger.
Kibwebwebwebwe	The general effect of color
Ebisi	Dry millet
akatogo	mixed food
Etanuuro	A furnace for firing pottery
Ekinabiro	Tub for bathing
kusiima	apolite expression of praise
Alubbu	A white vestment worn by clergy
Okulera	Look after a child or children while the parents are out
kyekintu	A dark area caused by an object blocking light
akatunda	A small purple fruit
omwami	A cash crop from coffee beans
ekyokuseresa	causing laughter and amusement ;funny
onenyonyi kahiiga na	Osprey
Orulera	The cord connecting baby to placenta
Akazigizigi	climax(time for climax of the dance where dancers display all techniques)
Endingidi	A tube fiddle from Uganda
Abacwamba	The Abacwamba their wives delivers after eleven months.
Omwereegi	Person who speculates
okusingura	An act of defeating an opponent
Ekitunguhya	Unripe thing
kulima	The process of growing crops
akahuru	A small insect that sucks plant sap
omubuto	A person of high social rank
omufakati	A widow with a title from her husband
Ekijaguzo	An organized series of performances
icumu	A weapon with a pointed tip
Ekikopo	Small container for drinks
Okwinuka	Leaving work due to age
Enda	A wingless insect parasite
Ebigenge	Bacterial disease affecting nerves
Ebiragiro.	Laws, considered collectively
Kukugiza	Expression of approval and admiration
Akagaali	A chair with wheels
Omufumu	A traditional healer
omwiru	A person owned by another
ekitongo	The remains of a building
qamakune	The act of giving a portion of something to others
omuherre	A metal alloy of copper and tin
kutana	Moving products to market
Kuhika	Succeed in an examination
isoke	strands growing on head
ekanisa	christian place of worship
ekisaka	A shrub or clump of shrubs with stems of moderate length
Ekigere	Part of leg used for standing.
Ekitabu	Furniture for sleeping
kuganyirwa	The action of forgiving sins
oruganikyo	A traditional story concerning the early history of a people
Omuhara	Female child
Ebyokwaliriza	Material spread over soil to retain moisture and suppress weeds
Obukuru tibule ndwaara.	Old
yelweeka	to hold and move
ebisigwa	Something handed down by a predecessor
omuserukale	A person in the army
Abagomere	A group of people who worship together
Kuseruliriiza	A detailed inspection or study
masiini	An apparatus using mechanical power
Ekinazi	Sanitary fixture
Obuceke	A disease or period of sickness
kifaaro	The use of magical power obtained through evil spirits
Kamarabyona	Having unlimited power
Kyakasatu	Third day of week
Ebikwato	Royal Regalia
omwisiki	a female child
rurangarwa	A person, especially a well-known one
Enyinganainganiza.	An even distribution of elements
omukono	end of arm
byaitu	system with collective ownership
akaronkoronko	Customs passed from generation to generation
Okusiga-ensimbi	Putting money for profit
Munyaanya	Male sibling
Ekihuka	Black sigatoka
entekaniza	The arrangement of words and phrases to create well-formed sentences.
ebihoire	goods for cosumption
embi	A burial place
okukwasa	The formal giving of an office
engeso	regular practice
ntebe	furniture for sittting
bwona	At all times
Hambeho	Online networking platforms
Encu rwamarangi yomukirahule	Platy
Okweg'amwoyoyo.	The study of God and religious belief
omuzingiki	A person who keeps bees
Abagesera	Abagesera are small clan compared to other clans.
kakobe	Color of lavender
ekigega	A container for carrying crops
omukamakati	A female ruler
abantu	person; relating to people
obugweterano	Valued objects and qualities passed down
Hakikaro-kyomulimo	Place of work
amaatatunuurra	A focused beam of light
Abakorongi	The Abakorogi who do the ritual of milking .
kugaragara	The expression of deep sorrow for someone who has died
Akasoro rutatiina rulya bwoki	Ratel
maaya	Common ostrich
Emeeza	Table for work
kunoba	to strongly dislike
Ababwiju	The Ababwiju clan comes the Director kings Rituals
Ekizina	A set of words set to music
obugweterano	Valued objects and qualities such as cultural traditions passed down from previous generations
kutontomya	Literary work with rhythm/imagery
Abagorongwa	The Abagorongwa people put effort to look for riches.
Orufu	The state of being ill
amahe	An organized military force
kuhakana	reasoned discussion
engamiya	An animal used for transport
ikuuro	A heated house for young chicks
Kwolekwa	The divine disclosure of knowledge
kikuru	very large ; excellent
obutagira	not having or showing good manners; rude
Yerusalemu	A holy city for Judaism, Christianity, and Islam
enengere	A cart with one wheel for carrying loads
omulinzi	A person ruling in place of a monarch
ekiyaga	With much wind
Kutuliza	The passing of a disease from one person to another
Kwaakya	A flower; to produce flowers
obucagale	A line of descent
ebitwetoroire	The natural world
engano	A cereal used for flour
Engoma	A percussion instrument struck with sticks
habaziika	A place where people are buried
Kucekeca	A series of movements to music
Abakozi	i do have many workers .
Orumaga orukazi	Damselfly
Ruhanga-omu	Belief in one god
oMUKORO	A ceremony at which degrees are conferred
Kyakabi	Likely to cause harm
Nahabweki	For the reason that
Abasodokisi	The Eastern Orthodox faith
kitara	An extensive group of states ruled by one person
Abagumba	The Abagumba people love leardership and love cattle.
Kusemezaamu	The act of making something better
Atwoki	Pet name
Enguha	A parasite that attaches to animals
obusubuzi	commercial enterprise
Enyama	The flesh of an animal used as food
Ekyaaro	The countryside, characterized by low population density
Okwemarra	Devotion to religious duties
Kimu-Kyaikumi	One-tenth of income given to the church
ebihimba	An edible seed growing in pods
Kurugirwamu	Secondary effect of medicine
Kweculeeza	Focusing the mind for spiritual purposes
kutukatuka	The quality of being cool
Kadinali	A senior church official in the Catholic Church
Ayeza	He makes Holy
kusoroora	Classifying by quality
ekirimizo	A tool for digging and moving material
kuzaaza-emirimo	ebterprise and risk taking
kusorongya	The arrangement of events in the order of their occurrence.
omubugufu	A brief restatement of events that covers a longer period in less time.
Bwiino	A colored fluid for writing or drawing
Ibatirizo	A basin for baptism water
Bwakyayo	Greeting used in the morning
ekinyonyi rusumukira hara kalya	Gannet
Aijukya	He reminds
orukonge	Simple, non-flowering aquatic plants including seaweeds
yanguha	move or act with great haste
ekisiisi	A small arthropod that can damage crops
ija	to arrive
okurwana	A fight between armed forces
enkaarra	A line of seats
akahu	A material for writing on
Eyobuhangwa	Farming based on natural ecosystems
Hajji	The pilgrimage to Mecca
omwana	A very young child
Ruhindahindura	A formal assessment of something
dodo	Amaranth leaves
Omurangi	A person regarded as a messenger from God
habugenyi	Social gathering; political group
Enoota	A single musical sound
Kyokuse	Causing laughter
ebyobusubuzi	relating to commerce
Ekidongo	A device for producing music
Engabi Ruziimbanyindo	Dik-dik
Kiro	This day
kamera	device forn taking pictures
Kuhindurana	Examine in detail the elements or structure of something
Sitaani	The Devil
Mukama-wabakozi	Person who employs
rugutiihazabwiire	Sequence showing slow processes quickly
Sinodi	An assembly of clergy
Bulangiti	A large piece of wool or similar material used as a warm covering
Kaguha nyabudidigino	Mite
ekyasa	The hundredth anniversary
Ihali	Feeling or showing envy
naakugondeze	polite request
Omwaka	365 days
Kumulikirwa	A supernatural appearance
Okugwa	Period of economic decline
hanu	in this place
Enda	Having a fetus
Kihyaka	Newly made or obtained
Obutaikiriza.	Disbelief in the existence of God
encwamucwamu	The beginning of a story that introduces the setting, characters, and initial situation.
Ibohero	A restraint for handling livestock
Eby'ediini	Relating to belief in a god or gods
okuzaara	The mating and production of offspring
Bike	Small number
rupiya	A flat piece of metal used as money
okuwahirra	maximizing outputs frominputs
Santeriya	An Afro-Caribbean religion
Ekigambo	A single distinct meaningful element of speech or writing
okutimba	A thing that adorns or decorates; an ornament
Embabazi	Ready and willing to forgive.
Omuswaki	Brush for teeth
Enyuma	At the back of
Ekka	A home
akoozi	A gourd vegetable
Ekyokurorraaho	Instance illustrating a rule.
kulekerwa	Formal release from guilt or punishment
Kurumwarumwa	An irritating sensation in the skin
Bburaza	A monk
Cekeca	Rythmic movement to music
kampuni-nyamukago	associated company
Ekidipa	A pond for raising fish
omukasumi	A particular period of history
omulimi	A farmer demonstrating good practices
Abaswirengana	Husband or wife
arukwegesibwa	A person who is learning a subject or skill
Ekihikire	Precisely correct
Sandy shore	Omusa
piikipiki	A two-wheeled motor vehicle
okubandwa	The practice of honoring and respecting deceased ancestors
thwale	A country under the control of another
Sapulesi	A white vestment worn over a cassock
ekisoma bwiiire ekyobuto rogondo	Thrush
munyamahanga	A person born in or coming from a country other than one's own
Enyonyi.	Flying for planes.
omukumirro	barrier at entrance
Obukristo	The religion based on Jesus Christ
Amaani	Capacity for activity.
Aterekereza	He strightens
Enjubu	Full name for hippo
Ensubiko	An account based on primary sources
Timanyire	Informal "don't know"
nymomukama	The mother of a reigning monarch
tunga	to return
nyetegerize	l understand ;l've got u
Kyamukaga	Sixth day of week
ogwensaano	Powder applied to crops
Bombo	Spraying machine
omubazi	Substance for treatment
Abahati	The Abahati are related to Abazira.
Endakurugamu	Loss of pregnancy before viability
Omurro	Burning substance
Akokurorraho	A mark indicating the quality of a student's work
Naivana	A state of perfect peace
coco	A cash crop used for chocolate
katenkuru	Informal grandfather
Okuferwa-mumatungo	Loss of selling assets
Ekicweeka	A limited period of time during which classes are held.
Izingikito	A place where bees are kept
Omwirima	With little or no light
oloho	a causul greeting
obulemu	A state of armed conflict
Okusembera	Holy Communion
amakorro	A building where goods are made
Itaagi-ryediini	A recognized branch of a church
Ekitabu	Written work for reading
Ekibira	Large wooded area.
kwemara-mara	spend time relaxing or socializing informally
oruhumbo	A fungus growing on plants
okwezibwa	Freedom from sin
Ebyenyegesa	Relating to the provision of education
Erujoki nyamankinda	Bumblebee
turruma	bad- tempered and irritable
Ebyekwaso	False excuses
omuhuma	A person who raises livestock, often moving with them
Orutaali	The holiest part of a religious building
ekihinzi	Common illness
Habura	Straight; to guide
akaasaru	A small, narrow river
Okuharruuka	Journey by air.
Enkwanzi	Beads used in prayer
Embuzi	A goat
Ekihango	Master bedroom for the King
nkaha?	Asking about a place
by'okuguza	Farming to sell products for profit
Okuzonzoora	The action of traveling through an unfamiliar area
okwema	An act of armed resistance
ensimbi	paper money and coins
okwetebya	The story of a person's life
Ekirukwoleka	Distinctive attribute.
Sikisimu	A religion founded in the Punjab
ekyakara	Belonging to the very distant past
Obukoko	A spore-producing organism causing plant disease
nyinenkuru	parent's mother
Obubaani	A type of incense
Katikitiki	60th of minute; after first
enfuzi	A child whose parents are dead
omukura	TV station; water passage
mesopotamiya	An ancient region in the Middle East
akasepeho	visored hat
mucwa	The court of a monarch
kahamika	acurved piece of wood plastic or wire for hanging clothes
Obusinguzi	The accomplishment of an aim or purpose
Obuhabi	Belief contrary to orthodox doctrine
kwalirra	Material spread over soil to retain moisture
Puresa	High blood pressure
karoota	A person with original ideas
Obwomeezi	The state of being free from illness or injury
Obubonero	The number of points achieved in a test
Nangwa	Negative response
Orugo	Barrier around area.
Engaija	A West African drum
Akasembo	A strip for covering cuts
Ebisokoro	Edible bean leaves
Okupangisa abakozi	Employing
kubooga	An overflow of water onto dry land
haruguru	The top layer of soil, which is usually the most fertile.
Ekisisani	A religious painting
noha?	Asking about a person
kaada	piece of stiff paper
kwenyumiza	excessively proud of oneself ;vain
Okubutama	Severe recession
kuganikya	A story or account of events and experiences.
ekirago	floor covering
omuhe	to hand over
Nyamigabo	Owner of shares
kuhendera	Relating to the later Stone Age
kweyemerezaho	The process of becoming independent
Entabuzi	The coloring material in paint
orulengo	A hereditary class
Kutakererwa	The fact of being on time
lyakaaniira	A fine, fertile soil deposited by water
Kugamikya	The action of telling a story
Omuliisa	A minister in charge of a Christian church
engemonungi	Principles concerning the distinction between right and wrong or good and bad behavior
akasumi	length of time seasons
Enyanja	A large body of water surrounded by land
omwombeki	A person who constructs something, especially a house or other building
Omuhama	Part of a plant
Munyanya	Female sibling
Eryato	Small vessel for water
Enkuyanja	A large audience
omwoleko	An object on display
Ahabura	He advises
Byaitwena	Relating to socialism
Kwecumutiriza	The objective analysis and evaluation of an issue to form a judgment
Abaana	children(young people below eighteen years)
mukama	A person who has authority over others
ekisika	Part of a building
Kugumusiriza	The capacity to accept or tolerate delay without getting angry
Ekiyudaya	The religion of the Jewish people
Ekibira	A large area covered chiefly with trees and undergrowth
bamiya	A green pod vegetable
eryatolyebeeru	A boat propelled by sails
enyikiriza	An acceptance that something exists or is true, especially one without proof
Omusale	A wound caused by a sharp object
Kuhandiikwa	The action of registering for a course
Ebyahandikirwe	Sacred writings
webale	informal thanks
Baruhanga-baingi	Belief in many gods
Ekikiriziibwe	A system of religious belief
Obutagasi	The quality of being warm
orugo	A fortified hilltop in ancient Greece
Kwecura	An injury to a ligament
akacweka	A detailed depiction of an event that unfolds in real time.
Kuserra	Food for grazing animals; to search for food
enzuku	A bacterial STI
Maraika	A spiritual being acting as a messenger of God
Kyoona	All of a group
kujanjaba	Medical care
nabyo binyobwa	Groundnut
Kifamatu	Unable to hear
Ebikalaamu	A pen with a thick tip for writing on boards
enimi	A mature male bovine
garukayo	an adhesive substance used for sticking objects together
kwomeera	in good health
Acanga	Pet name in Bunyoro
igana	A group of cattle or other large animals
ARWANA	He fights
Ebitakuli	Sweet potatoes
sorooza	to bring together
Encu ruhiigira mubaigi	Hydrocynus
Oruhazi	Safari ant
Kwikiriza	Acceptance that something exists, especially religious
Omucencuzi	A person who evaluates art
hingisa	money returned
kweeza	Output per unit of input
eribumbirwe nyaisatu	Three-dimensional
hutaaza	cause pain or injury to;injured
ekibi	Profound immorality
omuka	place where one lives
Igura-nsimbi	Debt investment
Abakama/Abaguda	The group of people belonging to the noble class in a country
Kutahirirwa	Invasion of the body by pathogens
Kusisimuka	A realization of spiritual truth
kusemererwa	festive ocassion
Ekikarango	A shallow pan with a long handle ,used for frying food.
omuzaani	The main character
kabitebya	A person who tells stories to an audience
kita	asking about manner
Ebikaiga	Fresh beans
Ekitebe	Large group of people
mutendeki	An experienced and trusted adviser
akagambiso	A device for amplifying sound
Bagavadagita	A Hindu scripture
Ebbakule	A round, deep dish
Nganyira	expression of apology
Ekyonzira	An offering to a deity
Kyakabiri	Second day of week
Izaaniro	A building for dramatic performances
Kagingo	The supreme spirit of evil
Endongo	A bowl lyre from Uganda
ekigadi	A two-wheeled vehicle pulled by horses
kwehutaazaa	Deliberate injury to oneself
imuka	to rise from bed
Obujanjabi	Medical care given to a patient
motoka	motor vehicle
Enkiro	Course or guidance
ebihandikirwe	A handwritten document
Obwecumi	Conditions for maintaining health
oruganikyo	A story originating in popular culture, typically passed on by word of mouth
ekyengaro	An object made by a human
enjangu	domestic feline
Roota	Image during sleep; to imagine
obutate	The period when iron was used
oburungi	That which is morally right; righteousness
Ekisisana	Shape, document ,to create
Encu rugira mitaano	Cichlid
ekirunyo	An organic compound essential for health
Abagaya	The Abagaya are first to act in all what they do .
enyaanya	A red juicy fruit used as vegetable
Emikoorre	A rule made and maintained by an authority
Obuswezi	The religious ceremony of uniting a couple
Kwepiima	A set of criteria for grading
Okire	Said after someone sneezes
obusigiko	An original document
Ekutiya	Half pet
kucamuka	The process of a liquid turning into vapor at its boiling point
Akajuma	A small, solid dose of medicine
Akatuti	A stand for reading scripture
Okubaaga	A surgical procedure
Ensinganto	Person aged 13-19
Obuhuta	Physical harm or damage
Obukatulika	The Roman Catholic faith
Kwehuurra	Emotional state
ninkwetegereza	Affirmative response
ekirungo	A substance for flavoring food
Ekijunju	A burn caused by hot liquid or steam
kulemeera	great weight
Kwetegereza	The ability to understand something
Kiri	Referring to something far
ekiteteyi	one-piece woman's garment
ruhanga	supreme being
Endagaano	Legal agreement
akanyonyi runyunya mankinda	Sunbird
letusi	A leafy salad vegetable
Ekukumbwa	Matter that settles at the bottom of a liquid
iramuno	The ancient past
Sangaha	The Buddhist monastic community
Engege	A common farmed fish
Kusaba	Formal request, computer program
Omuneneserezo	Sweet course
Omuzigiti	A Muslim place of worship
egaali	A two-wheeled vehicle
Vodowu	A religion practiced in Haiti
Kugumya	Evidence establishing a fact
okuhikirra	The quality of being morally right
Kaikara	A female deity
Ayemeriire	He is standing
obubi	The quality of being evil
okwekorra	economic system with private ownership
amakorro	Economic activity concerned with processing raw materials
kiteegasira	awkward in movement or handling things
Iraru	Viral disease from animal bites
oruhu	The skin of an animal
Abasuru	The largest branch of Islam
Kusarwa	Caesarean section
Obuhumurro	Treatment intended to relieve or heal
Hakatwetwe	Highest point
omwihangwe	Middle of day
ebijuza	A material for writing on in ancient times
Ekirukulemesa	A thing that blocks one's way or prevents progress
mususu	A small rodent
Ebyokujwara	Things to wear
Akabira	A small group of trees
Ebiingi	Much; many
Garaha	A casual greeting
ekisoroirwe	A place that is considered holy or of religious importance
Encu masurubu	Barbel
ekinyonyi rwombeka mubisa	Lapwing
Kusoroora	Separation of infected persons.
Akaheta	Intrauterine device
Ekihinzi	A common viral infection of the nose and throat
endobo	curved piece for catching
omugisa	God's favor and protection; a prayer asking for this
Ag`enyabusatu	A ballroom dance in triple time
oburaiha	measurement from base to top
Enkangaasi	The hard foot of an animal
omwifukuru	male grandchild
Enyarusuzi kakora biboya	Civet
obuhereeza	non physical products
Okuleka-omulimo	Voluntary departure
kutukiriirwa	Water or other liquid diffused in a small quantity as vapor or within a solid
omukaiso	A person who dies for their beliefs
Egaali	Two-wheeled vehicle
Okudibya	Speaking sacrilegiously about God
Kwikazaaho.	The ability to maintain ecological balance
Enyombeka	The shape and structure of something
Sabbiti	Seven days
