ekisiikirize, ekisiikirize	A shade, shadow
ekisiikirize, ekisiikirize	Shade, shadows
ekisiikirize	A snail shell
ebisiikirize by'ebisiikirize	Snail shells
omunene	Giant
Abasajja ab'amaanyi	Giants
Ekisenge ekikuumibwa envumbo	A reed fenced enclosure
ebifo ebiriko envumbo	Reed fenced enclosures
embaga, okujaguza	Festivity, celebration
Emikolo	Festivity, celebrations
okukaayana	Argument, strife, dispute
engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto, engatto	Knickers, trousers, shorts
Oyo akozesa amaanyi	One who uses force
ensigo z'ebitooke	Seeds of gourds
okubuulirira, okubuulirira, okukubaganya ebirowoozo	Advice, counsel, discussion
omuddusi	Swift runner
ekika ky'enzige	Kind of locust
ekifo	Space
ebinyonyi	Safari ants
Obuweereza	Service
ekikonde, ekikonde	Gristle, cartilage
ebisiyaga	Bed-bug
empeta	A ring
embwa	Hunting dog
ente enzibe, embuzi	A blind cow, goat
omuzira	Chameleon
ettaka ebbi, ettaka ery'amaanyi	Poor soil, hard earth
embwa	Male dog
omuyigganya, omuyigganya, omuyigganya	Argumentative person, rival, competitor
okukungubaga, okukaaba	Mourning, lamentation
amabeere amakakali	Firm breasts not pendant
Uganda Cob	Uganda Cob
omuntu ow'empaka	Quarrelsome person
obuwuka obuyitibwa constipation	Constipation
ensigo z'ebisenge	Fluffy seeds of reeds
empeera, empeera, empeera	Wage, pay, reward
ekikoola ekiggya	A new hoe
ekikonde, ekikonde	Gristle, cartilage
Obukyayi, okuyigganyizibwa	Enmity, persecution
ekitala eky'obwogi obubiri	Double edged sword, dagger
ekituli mu muti	Hole in a tree
ebinyonyi: ebinyonyi ebitonotono	Grasshoppers: small grasshoppers
emiti	Firewood
ekyennyanja ekiyitibwa worker termite	Worker termite
Amaanyi, amaanyi	Strength, vigour
ekikulukuto	Flea
Ekibiina ky'abantu, ebibiina by'abantu, ebingi	Multitude, crowd,abundance
okusembeza abagenyi	Hospitality, entertaining
ensolo eyitibwa red-tailed colobus monkey	Red tailed colobus monkey
ekikonde	Hangnail
ebinyonyi	Rhinoceros
omukuusa, omukuusa	Cheat, swindler, crafty person
eyalya enva endiirwa enzirugavu	Blue banana eater
ekimera	A plant species
obulwadde bw'omusujja	Coughing disease, cough
Enfunda n'enfunda	Repeatedly
ekkondeere	Horn trumpet
omuddo omweru	White millet
engatto	Fingers
ekikonde ekirina ekirevu	Red-tailed cercopitheque
okukaayana	Strife, quarrel
Ekika ky'enva endiirwa	Type of banana
omwagalwa	Lover
ebinyonyi	Guinea fowl
omutemu	Intruder
Obukkakkamu, obukuusa, obukuusa	Subtlety, cunning, cheating
omuntu omusirusiru	Stupid person
ebikoola	Pigeon peas
ekituli	Armpit
ebikoola	Beads
omuntu eyeegendereza, eyeegendereza, eyeegendereza	Careful,deliberate, economical person
Okulabirira obulungi, obuyonjo	Care, good treatment, neatness
Ebisusse	Surplus
Omuntu eyeenyigira mu bwenzi	An adulterous person
Ebiwandiiko ebyakolebwa okuva ku bisenge bya papirisi	Strippings from papyrus stems
embwa	A male dog
SW.obuzito oba amaanyi	SW.voilence or force
ebikondo ebinene ebyeru	Big white beads
obukyayi, obukyayi	Dislike, enmity, hatred
Omuti oguliko ebibala	Tree with edible fruit
ebisiikirize	Loquats
Obulwadde bwa kabaka bwokka	Illness of king only
ensolo ennene	Large ape
ekikolo ekikulu	Main root, tap root
ebisiikirize	Quail
omwezi ogugenda gukendeera	Waning moon
simsim	Simsim
ensolo eya musajja	A male animal
embuzi y'endiga	A ram
SW.omuntu ataliiko ky'asobola	SW.a desparate person
SW.omuntu ategeeza ekintu	SW.someone who explains something
Engeri y'okusomamu	The way of reading
ekiseera ky'okuzaala	Menstruation period
SW.endwadde z'ente	SW.cattle disease
ekinyonyi ekikulembera	Honey guide bird
ebbumba erirabika ng'erirabika obulungi	A soft red clay
ebyennyanja	Fish
obuwunga, obuwunga	Flour, powder
obuyimba	Pipe, flute
ebinyonyi eby'omu nsiko	Edible grasshoppers
Ssente ez'omuwendo omutono	Loose cents
amayinja ag'okufuuyira aga waggulu	Upper grinding stone
okuseka, okusanyuka	Laughter, fun
omwagalwa, omwagalwa	Dear one, beloved
ensolo ennene	Giant hog
amaaso amalungi	Good clear eyes
okukaaba, okukaaba	Nausea, vomit
ensi, ettaka, eggwanga	Earth, land, country
ekyuma ekikozesa envuumuulo	Muzzle-loader
ebinywa; ensigo	Kidney; seed
amayinja ag'okufuuyira aga waggulu	Upper grind stone
Ssente	Money
omwezi ogujjuvu nga gwaka	Full moon when rising
Engeri, endabika	Shape, appearance
Obusobozi - kirabo kya buzaaliranwa	Talent: a natural gift
ensobi, ensobi	Mistake, error
embuzi, embuzi y'amazzi	Reedbuck, water buck
Ekitundu eky'ebisenge	Border of mat
okukoowa ennyo	Become very exhausted
Sty (mu liiso)	Sty (in eye)
ekikondo	Short-bladed spear
abazannyi	Cast
ebisiba	Fetters
ebisiikirize	Hippopotamus
Obulwadde bw'olukonvuba, obulwadde bw'olukonvuba n'omusaayi	Dysentery, diarrhoea with blood
ensimbi ez'okukolamu ensimbi	Cane for bow string
Ekika ky'ebikoola	Type of potato
ekifo eky'okuddukiramu eky'akaseera obuseera	Temporary shelter
Enkuyege, omuntu omunakuwavu, ali obwannamunigina	Owl, sad, lonely person
okusekerera ng'ayolese amannyo	Grin showing teeth
ekyama	Secret
Okunnyonnyola	Explanation
ebibala by'amafuta ga ricin	Castor oil berry
ekimera ky'amafuta ga ricin	Castor oil plant
enkuyege	Housefly
embwa	Young dog, puppy
envunyu	Silkworm
ekimera ekiruma	Biting ant
ekituli ekirabika obulungi	Protruding, prominent forehead
omusujja gw'ensiri	Tertiary syphilis
ekyennyanja ekimyufu	Small black fish
ensulo y'amazzi	Spring of water
Enkuŋŋaana	Assemblies
oyo akoppa	Imitator
ebisiikirize	Swallow
okukaaba	Vomit
Endowooza n'ebirowoozo by'omuntu	One's opinions and ideas
okuba omukoowu ennyo	Being very tired
ente ennume ennungi	A good female cow
ebitooke	Small beads
Ekifo ekitali kya bukuumi	Extreme edge, unsafe place
ebisiba by'olususu	Flakes of skin
enkuyege enjeru	White ants
amazzi	Water- jar
Ekika ekinene eky'empologoma	Large type of rat
ebyennyanja eby'omu ttaka	Mud-fish
ekituli	Cape of land
ensonyi, ensonyi	Shame, embarrassment
omuntu ow'amalala	Insolent person
Okukuŋŋaanya	Collection
Okukoppa	Imitation
ekisiikirize ekimyufu	Black nightshade
ettaka erirabika obulungi	Red clay, fertile soil
Ente etasobola kukyusibwa	An irreplaceable cow
ekika ky'ebikoola	A type of potatoes
ensigo z'ekimuli	Seeds of a pumpkin
ebintu ebiwereddwa	Borrowed things
ekinyonyi ekitono ekimyufu	Small red bird, wax-bill
emabega	Behind
emipiira, ebibya eby'ebbumba, envumbo	Pipe, earthenware, cooking-pot
omuddo oguyitibwa cartapillas cacoon	A cartapillas cacoon
Python	Python
omusolo gw'okuziika	Burial fee
muntu mutukuvu	A holy person
ow'amaanyi era ow'amaanyi	Muscular and strong
embuyaga ey'ebugwanjuba	West wind
ennaku ey'amaanyi	Deep sorrow or bitterness
omubisi gw'enva endiirwa oba omubisi gw'enva endiirwa	Spoilt beer or porridge
omwezi ogujjuvu	Full moon
ffuuti emu	A pound
langi	Colour
ejjiba, ejjiba	Dove, pigeon
ebinyonyi	Dove, pigeons
ekiwonvu	Abyss
ebituli	Abysses
obutoffaali obutonotono	Thin or not fat
embuzi	Young female goat
ekizimbe eky'okunaabamu	Bathroom
eby'okunaaba	Bathrooms
Obusaasizi, obusaasizi, ekisa	Sympathy, mercy, kindness
Okusaba	Prayer
bbaluwa ya alifabeti	Letter of the alphabet
ebisiikirize	Mule
Enviiri	Pubic Hair
eyazaalibwa awaka, eyazaalibwa mu nsi eyo, eyava mu nsi eyo	Home-born, native, original
Obukyayi obw'amaanyi	Strong feeling of hatred
ebinyonyi	Locust
amazzi ag'omunda	Deep water
obulwadde bw'omusujja gw'ensiri	Gonorrhoea
omuyimbi	Singer, dancer
ekiwundu	Wound
ekimera ekirimu omubisi omungi	Shrub with much syrup
Ennaku zino, ennaku zino	These days, nowadays
Ennaku zino, ennaku zino	These days, nowadayses
Okulabika	Appearance, view
envumbo, envumbo, envumbo, envumbo, envumbo, envumbo, envumbo, envumbo, envumbo, envumbo, envumbo, envumbo, envumbo, envumbo, envumbo, envumbo, envumbo, envumbo, envumbo, envumbo, envumbo, envumbo, envumbo, envumbo	Barrel, pipe
Biki	Which
bye	Whiches
amannyo	Tooth
amannyo	Tooths
Ekisenge ekikalu	A dry cell
obutoffaali obumyufu	Dry cells
eryato	A boat
amaato	Boats
Ekiseera eky'okukungula omuddo	Season of weeding millet
Ekiseera eky'okusalamu omuddo	Season of weeding millets
waggulu, eyo	Top, overthere
Okubeera n'endowooza y'obwana	Childishness
Ebintu eby'obwana	Childishnesses
Ekibinja ky'ebintu ebitategekeddwa	Aheap of unorganised things
engatto	Shirt
amayinja ag'okufuuyira aga waggulu	Upper grinding stone
ebisiikirize	Sparks
enva endiirwa	Butter sauce
ekikomera	Saucepan
ebikoola by'omuddo	Bandle of grass
Ekika ky'ennyonyi	Type of a bird
SW.empologoma	SW.cane rat
ekimera	Caterpillar
Ekika ky'omubisi gw'enjuki	Type of yellow bananas
eby'okusuula	Bed sheets
ebisiikirize	Common duiker
sigala	Cigarettes
essimu	Telephone
ssabbuuni	Soap
olugendo	Journey, tour
omusaayi	Blood
Rosary	Rosary
enva endiirwa	Banana juice
SW. omusujja mu bitontome	SW.urine in droplets
omuddo (Heteropogon contortus)	Spear grass (Heteropogon contortus)
ssuuti	Sweater
SW.ekitundu ky'ekitabo	SW.section of a book
Sente amakumi ataano	Fifty cents
okufuuwa	Whistle
ensimbi n'ebirala	Tobacco, cigeretts
placenta: oluvanyuma lw'okuzaala	Placenta: the afterbirth
ekitangaala	Lantern
enkuyege ya Baturuki	Turkish hut
ekitebe	Tank
ekisiikirize	Veil
ekikondo	Vest
byange	Mine
byange	Mine
omuzira	Pelican
Laba: ETABAAZA	See: ETABAAZA
ekikulukuto	Sweat, perspiration
ebitooke	Tarpauline
Enjiri	The gospel
omwenge	Wine
zaabu	Gold
Ezo, eziri	Those ones, which
ekikolimo	A curse
Okukolimirwa	Curses
omuti gw'omutiini	Thorn of palm tree
omuddo gw'emiti gy'enkindu	Thorn of palm trees
ebyennyanja: ebyennyanja ebirimu omunnyo	Fish: Salted fish
ebyennyanja: ebyennyanja ebirimu omunnyo	Fish: Salted fishes
ebisiikirize	Peeled off skin
ebisiikirize	Peeled off skins
omucungwa	Sugarcane
ebizimbulukusa	Sugarcanes
ekikondo ekinene eky'ekikomo	Copper, large brass bracelet
ebitooke eby'ebitooke eby'ebitooke eby'ebitooke	Copper, large brass bracelets
empale ezikoleddwa ku mutwe	Necklace of headwork
ebyuma ebikozesebwa mu kukola ebyuma ebikozesebwa mu kukola ebyuma ebikozesebwa mu kukola ebyuma ebikozesebwa mu kukola ebyuma ebikozesebwa mu kukola ebyuma ebikozesebwa mu kukola ebyuma ebikozesebwa mu kukola ebyuma ebikozesebwa mu kukola ebyuma ebikozesebwa mu kukola ebyuma ebikozesebwa mu kukola ebyuma ebikozesebwa mu kukola ebyuma ebikozesebwa mu kukola ebyuma ebikozesebwa mu kukola ebyuma ebikozesebwa mu kukola ebyuma ebikozesebwa mu kukola ebyuma ebikozesebwa mu kukola ebyuma	Necklace of headworks
Ebintu ebikulu	Milestone
Ebintu eby'enjawulo	Milestones
ekikumi	Millipede
ekikumi	Millipedes
omubisi gw'eŋŋaano ogutaliimu	Empty maize cob
ebirimba by'emmwaanyi	Empty maize cobs
okufumita amaaso	Eye blow
okutunuulira	Eye blows
ekitangaala	A torch
amatoffaali	Torches
ekikolwa	An act
Ebikolwa	Acts
omunwe	Toe or finger
engatto oba engatto	Toe or fingers
ebisiikirize	Snail, slug
ebisiikirize, ebisiikirize	Snail, slugs
ekitundu ekitono eky'ennyama	Small piece of meat
ekitundu ekitono eky'ennyama	Small piece of meats
Ekyasembayo	The last
ebikalu	Lasts
ekisambi, ekisambi	Anus, buttock
ebitundu by'omugongo, ebitundu by'ebisambi	Anus, buttocks
ekitundu ky'omuggo	A piece of stick
ekitundu ky'emiggo	Piece of sticks
ekikonde ekirimu amasavu	Fatty tail of sheep
ekikonde ekirimu amasavu	Fatty tail of sheeps
omuddo	Umoa grass
omuddo	Umoa grasses
ekirowoozo, ekirowoozo	Idea, thought
Endowooza	Idea, thoughts
Ekiweebwayo eri Katonda	An offering to God
Okuwaayo Ebiweebwayo eri bakatonda	Offering to Gods
Ekintu ekitono oba ekitannakula	Something young or imature
Ekintu ekitono oba ekitannakula	Something young or imatures
okwetaba	Sexually loose
okwegomba okw'okwetaba	Sexually looses
omuddo	Lemon grass
omuddo	Lemon grasses
ekibya eky'amazzi	A clay water pot
envumbo ez'amazzi	Clay water pots
enkonamasonko	A young grasshopper
ebinyonyi	Young grasshoppers
ebikoola eby'okuwummuliramu omuddo	Millet drying rack
ebyuma ebikalu	Millet drying racks
engoye	Dress
engoye	Dresses
Ekika ky'ennyonyi	A kind of bird
ebinyonyi	Kind of birds
enviiri ezirongoofu	Soft straight hair
enviiri ezirongoofu	Soft straight hairs
Ekitiibwa, ekitiibwa, okussaamu ekitiibwa, okussaamu ekitiibwa	Glory, honour, respect, reverence
Ekitiibwa, ekitiibwa, okussaamu ekitiibwa, okussaamu ekitiibwa	Glory, honour, respect, reverences
ekyambalo ekiriko enkovu	A patched garmen
engoye eziriko envumbo	Patched garmens
ekikonde	Spade
ebikonde	Spades
ebisolo ebirya omubisi gw'enjuki	Honey-eating animal
ebisolo ebirya omubisi gw'enjuki	Honey-eating animals
Century: emyaka kikumi	Century: a hundred years
Century: emyaka kikumi	Century: a hundred yearses
ekkondeere: ekkondeere	Corner: a sharp bend
ekidiba oba ekidiba	Valley dam or pond
ebigo oba ebidiba eby'omu kiwonvu	Valley dam or ponds
ekisibo ekitono	A small measuring basket
ebibbo ebitonotono	Small measuring baskets
ekitebe ekinene eky'okuterekamu	A big storage basket
ebibbo ebinene eby'okuterekamu	Big storage baskets
omuddo:omuddo omunene	Mushroom:a large size mushroom
omuddo:omuddo omunene	Mushroom:a large size mushrooms
* ebibala ebitonotono *	**unripe fruit.**
ebibala ebitonotono	**unripe fruit.**s
okutunuulira	Eye blows
okufumita amaaso	Eye blowses
omuti oguyitibwa ficus	Ficus tree
emiti gya ficus	Ficus trees
Oluyimba	Poem
Ennyimba	Poems
olubuto, ebitundu by'omubiri	The stomach,intestine
olubuto, ebitundu by'omubiri	Stomach,intestines
Embeera y'omubiri	Physical stature
Embeera y'omubiri	Physical statures
obuwanvu	Stature
obuwanvu	Statures
Ekimera ekirunda	A self-propagated plant
ebimera eby'okwekulaakulanya	Self-propagated plants
Nkwegayiridde	Excuse
Okwewolereza	Excuses
Ekintu ekikulukuta	A crawling thing
ebintu ebibuukabuuka	Crawling things
ekifo ekiriko ekifo	A set-square
ebifo ebirimu ebifo ebirimu ebifo ebirimu ebifo ebirimu ebifo ebirimu ebifo ebirimu ebifo ebirimu ebifo ebirimu ebifo ebirimu ebifo ebirimu ebifo ebirimu ebifo ebirimu ebifo ebirimu ebifo ebirimu ebifo ebirimu	Set-squares
Ekisenge ky'olugoye, olususu	Corner of cloth, skin
ebitooke, ebitooke, ebitooke, ebitooke, ebitooke, ebitooke, ebitooke, ebitooke, ebitooke, ebitooke, ebitooke, ebitooke, ebitooke, ebitooke, ebitooke, ebitooke, ebitooke, ebitooke, ebitooke, ebitooke, ebitooke, ebitooke, ebitooke, ebitooke, ebitooke, ebitooke, ebitooke, ebitooke, ebitooke, ebitooke, ebitooke, ebitooke, ebitooke, ebitooke, ebitooke, ebitooke, ebitooke, ebitooke	Corner of cloth, skins
alubino	Albino
Abalubino	Albinos
obulumi ku mutima	A heart burn
obulumi ku mutima	Heart burns
ekikangabwa	A crack
ebisiba	Cracks
ekitundu ky'enku	Piece of split firewood
ekitundu ky'enku	Piece of split firewoods
ekiwundu mu nnyindo	Gap in the teeth
ekiwundu mu nnyindo	Gap in the teeths
ekyalo, ettaka	Village, estate
ekyalo, amayumba	Village, estates
Ensigo ez'ebisolo	Grass spread for cattle
Omuddo gw'ensolo	Grass spread for cattles
ekyuma eky'okusiga	Sowing machine
ebyuma eby'okusiga	Sowing machines
engalo, engalo	Finger, toe
engalo, engalo	Finger, toes
Ekitundu eky'omu maaso eky'omugongo	Hollow infront of neck
ebitundu eby'omu maaso eby'omugongo	Hollow infront of necks
posita, sitampu	Post, stamp
posita, sitampu	Post, stamps
byange	Mine
eby'obugagga	Mines
ebisiikirize	Pestle
ebisiyaga	Pestles
omugga	River
Emigga	Rivers
Omuntu atalina mugaso, atali wa mugaso	Worthless person, good-for-nothing
Omuntu atali wa mugaso, atali wa mugaso	Worthless person, good-for-nothings
olugoye lw'embwa	Dog's collar
emipiira gy'embwa	Dog's collars
ekimuli, ekimuli	Flower,blossom
ekimuli, ebimuli	Flower,blossoms
okunywa	Drink
ebyokunywa	Drinks
Leero	Today
Leero	Todays
ekisu, oluvannyuma lw'okuzaala	Placenta, after birth
ekisu, oluvannyuma lw'okuzaala	Placenta, after births
ekikopo, ekikopo	Pouch,crop
ekitooke, ebirime	Pouch,crops
ekisu, oluvannyuma lw'okuzaala	Placenta, after birth
ekisu, oluvannyuma lw'okuzaala	Placenta, after births
eggaali, ekikooti, ekikooti	Cart, rickshaw coat, jacket
eggaali, ekikooti, ebikooti	Cart, rickshaw coat, jackets
ekisumuluzo, ekisumuluzo	Lock, padlock
ebibala bya cocoa	Cocoa fruit
ebikoola	Coronets
ekisibo	Swarm
ebibinja	Swarms
enkoko, enkoko	Duck, goose
Omuzira, omuntu omuvumu	A hero, brave person
ekisenge	Vagina
enjuba ng'ekya	Dawn, day break
ebisiikirize	Pegs
omuzira	Ostrich
ekikonde, ekikonde	Pail, bucket
enviiri, enviiri	Feather, hair
Enviiri, enviiri	Feather, hairs
omuliro	Fireplace, hearth
omuliro, enduulu	Fireplace, hearths
ekikookolo	Hair bracelet
ebitooke	Hair bracelets
ssaddaaka	Sacrifice
Ebiweebwayo	Sacrifices
eryato	Sailing ship, dhow
amaato	Sailing ship, dhows
ekintu ekiremereddwa	Forbidden thing
Ebintu ebiwereddwa	Forbidden things
Okuzimba	Building
Ebizimbe	Buildings
eky'okulwanyisa	Weapon
ebyokulwanyisa	Weapons
okuwaayo	Offering
Ebiweebwayo	Offerings
engoye	Garment, cloth
engoye, engoye	Garment, cloths
Obuwuka obuweebwa abalogo	Poison given by witchdoctors
Obuwuka obuweebwa abasawo b'obusamize	Poison given by witchdoctorses
Okukemebwa	Temptation
Okukemebwa	Temptations
ekikondo	Broom
ebikoola	Brooms
ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo	Corner, turn, bend,curve
ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo, ekkubo	Corner, turn, bend,curves
okukaaba	Yawn
okukaaba	Yawns
olusozi oluwanvu	A level plain
ebitundu eby'ettaka	Level plains
obwetaavu	A need
ebyetaago	Needs
ekiwuubaalo	An echo
ebiwuniikirivu	Echos
eky'okwambala, eky'okwambala, eky'okwambala, eky'okwambala, eky'okwambala, eky'okwambala, eky'okwambala, eky'okwambala, eky'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala	Covering, blanket, sheet
eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala, eby'okwambala	Covering, blanket, sheets
engatto, engoye ezikoleddwa	Coat, made-up garment, overal
engatto, engoye ezikoleddwa	Coat, made-up garment, overals
Okubaako ky'oyagala	Self-will
by'oyagala	Self-wills
Obwesige, obwesige, okutambula n'obwegendereza	Self-confidence, self-assurance,leisurely, stately walk
Okwesigama, obwesige, okutambula obulungi	Self-confidence, self-assurance,leisurely, stately walks
loofah, ekizimbulukusa	Loofah, sponge
ebitooke	Loofah, sponges
ekyuma ekisaanuusa amazzi	Strainer for water
ekyuma ekisaanuusa amazzi	Strainer for waters
Obujeemu, obujeemu	Rebelliousness, disobedience
Obujeemu, obujeemu	Rebelliousness, disobediences
ebyennyanja	Fish
ebyennyanja	Fishes
ekifo ekyaka	A burning place
ebifo ebyaka	Burning places
Okuyimirira ku bigere	To stand on tiptoe
Okweyanjula	To announce oneself
Okuba omumalirivu, omumalirivu	To be taut, tightened
Okukankana, okutandika	To wince, start
okwekebera oba okwekebera	To examine or seeoneself
okuba n'obuvumu, okunoonya okumanya	To be insolent, inquisitive
Okugezaako okunoonya	To pretend to search
okusaasaanya	To scatter
Okwekweka	To hide oneself
okwesiga, okwesiga	To trust, rely on
Okweyisa obubi	To smear oneself
okwebikka, okwebikka	To coveroneself, camouflage
Okwesittala, okwesittala	To stumble, trip
Okufuuka omulabirizi	To become surety
okunyiikirira	To stick on; insist
okufukirira (ente)	To give water (cattle)
Okuteekamu envumbo	To settle on lees
okusuula	To sneeze
Okuggula akamwa	To open the mouth
Okwebikka	To pillow one's self
Okuleetera abalala okubonaabona	Raise ones grief
Yogera ku bulumi bw'olina	Raise ones griefs
okuteekamu	To mix with
Okwekweka	To hide
Okukaaba omuntu	To lick up one's
Okukola obweyamo	To make a vow
Okusaasaanya nga tolina ky'okola	To sweep idly
okusubwa	To miss
okwekamirira	To gorge oneself
okusaasaanya ebiwaawaatiro	To plume feathers, preen
Okubuukabuuka	To slink off
Okukuŋŋaanya, okujja awamu	To assemble, come together
Okweyawula ku balala	To keep to oneself
Okuyita, okuyita	To call, invite
okuyingirira	Intrude
okusaasaanya	Splash about
okubuzaabuzibwa	To be mixed up
okwekweka	To dodge
okwesiba	To gird oneself
okwetegekera, okwetegekera	To get ready, prepare
Okuba n'endowooza ennuŋŋamu	To balance oneself
okubuuka	To skip
Genda okuyigga wekka	Go hunting alone
okusaasaanya	To wriggle
okubuuka, okubuuka	To gambol, skip
okukaaba	To fidget
okubuuka, okubuuka	To skip, gambol
okuteebereza, okutwala	To presume, take upon
Okukakasa, okwekenneenya, okutegeera	To securitise, examine, understand
okweggyako obutali bwenkanya	To ungird oneself
Okwefuga	To control oneself, refrain
okwetegekera	Toentangle oneself
Okwebikka	To cover oneself
okwekulumbaza	To swing oneself
Genda wekka	Go away alone
Okweyawula	To separate oneself, withdraw
okulongoosa, okulonda	To clean, pick out
Okuba omukugu	To be handy, skilful
okweraliikirira, okweraliikirira	To worry, be anxious
Okuba omugayaavu	To be lazy, dawdle
Okweyawula, okweyawula	To separate oneself,exclude oneself
okukaaba	To yawn
okusoomooza	To challenge
Okudduka, okufuluma	To escape, slink off
Okwetta	To commit suicide
okutabulatabula, okutabulatabula, okutabulatabula, okutabulatabula, okutabulatabula, okutabulatabula, okutabulatabula, okutabulatabula, okutabulatabula, okutabulatabula, okutabulatabula, okutabulatabula, okutabulatabula, okutabulatabula, okutabulatabula, okutabulatabula, okutabulatabula, okutabulatabula, okutabulatabula	To twist; go unwillingly
Okwewaggula, Fawn	To insinuate oneself,fawn
okuyawula, okusaasaanya	To separate, disperse
Okwezikiriza	To destroy oneself
Okwewummuza	To unwind oneself
ekimera	Spider plant
okwekebera	To scratch oneself
Okukuŋŋaanira awamu	To crowd together
Okweyimirizaawo	To huddle oneself up
okufuluma	To slip off
Okuba n'obusobozi, omukwano	To be skilful, romantic
eby'okukozesa.	Materials. 2) utensils
eby'okwambala	Clothings, garments
ebikulukusa	Fomentations
amannyo amanene	Large teeth
ennamba ezitali zimu	Odd numbers
omusujja	Saliva
omuddo	Maize plant
Omuliro ogwakolebwa okuteekerateekera ente	Campfire made for cows
ekifo eky'okusulamu	A basin
Baibuli	The Bible
Empapula	Envelope
Okunoonyereza oba okugezesa	Examinations or tests
ebitundu ebyamenyebwa	**broken pieces**
ekintu ekikolebwa ekisukkiridde	Something done excessively
amazzi	Waves
Okubuulirira	Pieces of advice
ebinyeebwa	Beans
okulaba obubi	Impaired vision
Obulumi ku biwato by'ente	Swellings on cattle hips
omusujja gw'ensiri	Syphilis
ettaka eririmu amazzi	Water-logged ground
amatooke	Sweet potatoes
ebintu ebipya	New things
ebisasiro eby'omu nnimiro	Garden rubbish
ebisigalira	Left-overs
Emmere erimu omunnyo	Food without salt
obulumi bw'okuzaala	Labour pains
ebyokulwanyisa	Weapons
eby'akaloosa	Spices
Ebitegeerekeka	Rumours
engatto	A pair of shoes
eby'okulya ebitalina musaayi	Saltless food or sauce
