Runyoro,English
ekitebe kigwire omu 1977 habw'okwahukana mupolipo,The community has collapsed in 1977 due to political differences.
ninyetaga kukehya sukali,I need to cut down on sugar.
"omuntu weena owotaganana tangana anyina ekyamanyire iwe ekyotamanyire , kandi kinu nikisemera kukuha omugisa okwega",Every person you meet knows something you don't—that's a chance to learn.
"buli mugenzo gubaire gwine ekigurukumanyisa,nobu kiraba tutukugwetegereza","Every ritual has had a meaning, even if we don't always understand it."
Omurwaire nayoleka oburorwaho bwokuba kubi.,The patient is showing signs of sepsis.
"nkaba ntakinihira nti ninyija kumaraho omwaka gunu, baitu hati ndihanu","I did not think I'd make it through that year, but here I am."
kaliitango y'okwegesa habyobuhangwo ehikireho abantu abarukuhingura mukyaaro,The environmental awareness campaign has reached over one million people.
ekikali kyatooro mu FORT PORTAL kikasikiriza abagenyi baingi,The Tooro palace in Fort Portal attracted many visitors.
tukaha amata g'ente ag'okubaza hali ba'isekuru itwe,We gave the first milk from the cow to the ancestors.
Kugarraho buhyaka ebyasisikaire nukugenda omumaiso omubikaro ebyasisikaire.,Reconstruction efforts continue in affected areas.
tuhaireyo okwongezebwa kwa waranti hamasanyarazi,We offered extended warranties on electronics.
banka enkuru ekeheze amagoba,The central bank has lowered interest rates.
amani g'okwombeka buhyaka geyongire omubicweka ebyali bihikirweho,Reconstruction efforts continued in affected areas.
abaseruruzi nibaja kusomaho engrri y'okuhindukahinduka y'enyikara ekutabaniza ebwokulya obubatandikireho enkora empyaka,The researchers will study the impact of climate change on food security when they developed new adaptation strategies.
"kakuba abantu batalisiza muno, itaka nirija kusigara rw'orwezo","If the community does not overgraze the land, the soil would still be fertile."
ninyja okusasura ebintu byange nsuwarensi ijo,I will pay my property insurance yesterday.
"Kakuba nakukozire ekintu ntaine butiine butiini bwokugwa, nakutandikireho entaahya yange.","If l could do anything without fear of failure , l'd start my own business."
UPDF yetaba omubikorwa by'okulinda obusinge,UPDF participates in peace keeping missions.
ayenyumirize omukucumba kwe,She has prided herself on her cooking.
Ekaali kya Tooro omu Fort Portal kisikiriza abagenyi baingi.,The Tooro palace in Fort Portal attracts many visitors.
abaire nuwe ogu eyanyegeseze ngu tikine buzibu bwona okukonyezi,He has been the one who taught me that it's okay to ask for help.
nitwija kuha amata g'ente ag'okubaza hali ba'isekuru itwe,We will give the first milk from the cow to the ancestors.
tujagwize amagesa hakumalira kwa sizoni,We have celebrated the harvest festival at the end of the season.
ekikali kyatooro mu FORT PORTAL kikasikiriza abagenyi baingi,The Tooro palace in Fort Portal will attract many visitors.
obubakozire okuseruruza okubatetekanize,When they have made unexpected discoveries.
nkozeseze kadi yabanka okutunga obugoba,I have used a credit card for the rewards points.
Abalimi bakozesa ebijunzire kwongera oburungi omu itaka.,Farmers use compost to improve soil structure.
orufu rwa isenkuru nyowe kiri kijaguzo ky'obwomezibwe - yatugambiraga enganikyo kandi twsekaga kuraba omumaziga gaitu,My grandfather's funeral is a celebration of his life - e told stories and laughed through our tears.
orufu rwa isenkuru nyowe rubairekijaguzo ky'obwomezibwe - yatugambiraga enganikyo kandi twasekaga kuraba omuziga gaitu,My grandfather's funeral has been a celebration of his life - e told stories and laughed through our tears.
izaniro ly'emizano elihyaka likakingurwaho hali abantu abaine obulema,The new theater was accessible to people with disabilities.
"kakuba abantu batarukwija kulisiza muno, itaka nirija kusigara ry'orwezo","If the community will not overgraze the land, the soil would still be fertile."
omuranga gw'okumanyira eby'obuhangwa nigwija kuhika akakaikuru kamu,The environmental awareness campaign will reach over one million people.
omuranga gw'okumanyira eby'obuhangwa guhikire abantu akakaikuru kamu,The environmental awareness campaign reaches over one million people.
UPDF eketaba omubikorwa by'okulinda obusinge,UPDF participated in peace keeping missions.
obujanjabi nibwija kuba bwoburumi baitu nibukoraho,The treatment will be painful but is usually effective.
amani g'okwombeka buhyaka geyongire omubicweka ebyali bihikirweho,Reconstruction efforts have continued in affected areas.
obujanjabi bubaire bwoburumi baitu nibukoraho,The treatment has been painful but is usually effective.
obubarakora okuseruruza okubatetekanize,When they make unexpected discoveries.
akatekamu sente nyingi muno,He invested in a hedge fund.
okaire noyetagisibwa okwikaza okuguru kwawe kwimukize kukehya okuzimba,You have needed to keep your leg elevated to reduce swelling.
tujaguza amagesa hakumalira kwa sizoni,We celebrate the harvest festival at the end of the season.
Hampero ey'ebiro eby'okugesa nitwija kukora obugenyi.,We will celebrate the harvest festival at the end of the season.
niyinja okusasura ebintu byange nsuwarensi ijo,I have paid my property insurance yesterday.
noija okwetagisibwa okwikaza okuguru kwawe kwimukize kukehya okuzimba,You will need to keep your leg elevated to reduce swelling.
abaana baitu nibaija okuhura nkonku twatangatagaine - batuletereza okukibazaho buli hanyuma y'omwaka mubuswere baitu,Our children will hear the story of how we met -they make us tell it every anniversary.
ebibo emyaka ebaire nungi hansi eyimukire,The new variety has been suitable for higher altitudes.
izaniro ly'emizano elihyaka likigwireho hali abantu abane obulema,The new theater has been accessible to people with disabilities.
"Abarukuseruliriza bakaba nibecumuliriza habirukubaho habwempinda hinduka y'obwire haby'okulunda ebyokulya ,obubatandukire emihanda y'okulinda empyaaka.",The researchers were studying the impact of climate change on food security when they developed new adaptation strategies.
"buli mugenzo nigwija kugira ekirukumanyisa, nobu kiraba tutukugwetegereza","Every ritual will have a meaning, even if we don't always understand it."
banka enkuru ekehya amagoba,The central bank lowers interest rates.
banka enkuru ekakehya amagoba,The central bank lowered interest rates.
"ntindikwija kunihira nti ninyija kumaraho omwaka gunu, baitu hati ndihanu","I will not think I'd make it through that year, but here I am."
nyowe nkozesa kaada -nsimbi habwobusiimo.,I use a credit card for the rewards points.
omuranga gw'okumanyira eby'obuhangwa gukahika abantu akakaikuru kamu,The environmental awareness campaign reached over one million people.
nsasura ebintu byange nsuwarensi ijo,I pay my property insurance yesterday.
Ekiro ekyaijo nsaswirege ensuwarensi eya matungo gange,I paid my property insurance yesterday.
abalimi bakakozesa ebijunzire okuhidura engeri y'itaka,Farmers used compost to improve soil structure.
ekiikaro kyokukoorramu emizaano nikiiji kwanguhira naabalema kukutahamu,The new theater will be accessible to people with disabilities.
Omusaija asaswire amabanjage goona,He has paid off all his debts.
abaseruruzi basomereho engeri y'okuhindukahindikuka y'enyikara ekutabaniza ebyokulya obubatandikireho enkora empyaka,The researchers have studied the impact of climate change on food security when they developed new adaptation strategies.
nkozeseze kadi yabanka okutunga obugoba,I used a credit card for the rewards points.
atekamu sentu nyigi muno,He invests in a hedge fund.
"Orufu rwalsenkuru nyowe rukuba rwokujaguza obuwomezibwe -nobukiraba tukaba tuli omumazisa, tukamubazaaho ,nokuseka twaseka.",My grandfather's funeral was a celebration of his life - e told stories and laughed through our tears.
nkaba nyine esaara eyinasabaga kakuba mpura oturo - nikyo kintu ky'okumalira omubwongo bwange,I had a prayer I say when I'm falling asleep-it's the last thing on my mind.
abaana baitu bahulire nkonku twatangatagaine - batuletereza okukibazaho buli hanyuma y'omwaka mubuswere baitu,Our children have heard the story of how we met -they make us tell it every anniversary.
akenyumirizamu omukucumba kwe,She prided herself on her cooking.
"tifwireyo biki obworukwija kabaza, tinkwija kuhindura ebitekerezo byange","No matter what you will say, I won't change my mind."
omusaija abyaire omu mutemwa kahagura,He has invested in a hedge fund.
noyetagisibwa okuwikaza okuguru kwawe kwimukize kukehya okuzimba,You needed to keep your leg elevated to reduce swelling.
naija kutekamu sente nyingi muno,He will invest in a hedge fund.
banka enkuru niija kukekya amagoba,The central bank will lower interest rates.
ablimi nibaja kuozesa ebijunzire okuhindura engeri y'itaka,Farmers will use compost to improve soil structure.
"Nkaba ntamanyire ndisobora kurabamu ogu omwaka, baitu dora kandi hanu.","I didn't think I'd make it through that year, but here I am."
Nyina esaara eyinsaba obunkwatwa otuuro-nikyo kintu kyokumalirra ha bwongo bwange.,I have a prayer I say when I'm falling asleep-it's the last thing on my mind.
akasasura amabanjage gona,He paid off all his debts.
kampuni eriyo netaaha omubutale obuhyaka.,The company is entering new markets.
naija okusasura amabanjage gona,He will pay off all his debts.
izaniro ly'emizano elihyaka likingwire hali abantu abaine obulema,The new theater is accessible to people with disabilities.
embibo enu emyaka nija ruba nungi ha bwebicweeka ebyensozi,The new variety will be suitable for higher altitudes.
ninyija kugira esaara eyinasabaga kakuba mpura oturo - nikyo kintu ky'okumalira omubwongo bwange,I will have a prayer I say when I'm falling asleep-it's the last thing on my mind.
ebibo empyaka nekora kurungi hansi eyimukire,The new variety is suitable for higher altitudes.
ninyija kusanga ruhanga ayanguhire muno omu by'obuhangwa kukira omubyombeko,I will find God more easily in nature than in any building.
Noyetaagwa kwikaza okuguru kuhanikirwe kukehya okuzimba.,You'll need to keep your leg elevated to reduce swelling.
"tifwireyo biki bwobailize, tinkwija kuhindura ebitekerezo byange","No matter what you said, I won't change my mind."
Obubavumbuire ebibakaba batarukuruhira.,When they made unexpected discoveries.
UPDF nija okwetaba omubikorwa by'okulinda obusinge,UPDF will participate in peace keeping missions.
tuhaireyo okwongezebwayo waranti ha masanyarazi,We have offered extended warranties on electronics.
Omubazi nigusobara kusasa baitu nigukora.,The treatment can be painful but is usually effective.
ebintu by'emikono by'enzarwa tutwaraine okukora orubugo,Traditional crafts have included barkcloth making.
omrwaire naija kwoleka oburorwaho obwokwekengera,The patient will show signs of sepsis.
itwe tuha endagaano eraihireho eyokulinda ebyamasanyarazi ebiguzirwe.,We offer extended warranties on electronics.
ebicoli bikasiswa kadoima,The maize crop was damaged by fall armyworm.
hobworambagambaki tinsobora kuhingisa ebitekerezo,"No matter what you say, I won't change my mind."
nsangire ruhanga ayanguhire muno omuby'obuhangwa kukira omubyombeko,I have found God more easily in nature than in any building.
"tifwireyo ogambireki, tikwija kuhindura ebitekerezo byange","No matter what you have said, I won't change my mind."
abaana baitu bakahura nkonku twatangatagaine- batuletereza okukibazaho buli hanyuma y'omwaka mubuswere baitu,Our children heard the story of how we met -they make us tell it every anniversary.
naija okwenyumirizamu omukucumba kwe,She will pride herself on her cooking.
"buli mugenzo gwali gwine ekigurukumanyisa, nobu kiraba tutukugwetegereza.","Every ritual had a meaning, even if we don't always understand it."
ebicoli bisisirwe kadoima,The maize crop is damaged by fall armyworm.
tukajaguza amagesa hakumalira kwa sizoni,We celebrated the harvest festival at the end of the season.
"kakuba nakozire ekintu kyona ntaine okutina rundi okulemererwa,ninyija okutandikaho bizinesi yange","If l did anything without fear of failure, l'd start my own business."
"tikatekerezahoga nti ninyija okumaraho omwaka gunu, baitu hati ndihanu","I have not thought I'd make it through that year, but here I am."
omrwaire ayolekerege oburorwaho obwokwekengera,The patient showed signs of sepsis.
kampuni nija kutaha mukatale akahyaka,The company will enter new markets.
obubarakoradi okuseruruza okubatetekanize,When they will make unexpected discoveries.
orufu rwa isenkuru nyowe nirwija kuba kijaguzo ky'obwomezibwe - yatugambiraga enganikyo kandi twasekaga kuraba omumaziga gaitu,My grandfather's funeral will be a celebration of his life - e told stories and laughed through our tears.
ebintu by'emikono by'enzarwa tutwaraine okukora orubugo,Traditional crafts included barkcloth making.
Omumirimo eyengaro ahakaba harumu n'okuteera embugo.,Traditional crafts included barkcloth making.
"kakuba mba nkozire ekintu kyona ntaine kutina rundi okulemererwa, ninyija kutandikaho bizinesi yange","If l has done anything without fear of failure, l'd start my own business."
kampini ekataha omukatale akahyaka,The company entered new markets.
ayehaisa we wenka habwencumbaye,She prides herself on her cooking.
amani g'okwombeka buhyaka nigaija kweyongera omubicweka ebyalibihikirweho,Reconstruction efforts will continue in affected areas.
obujanjabi bwali bwoburumi baitu bukakoraho,The treatment was painful but is usually effective.
"kakuba abantu batalisize muno, itaka lyandisigaire ry'orwezo","If the community has not overgrazed the land, the soil would still be fertile."
ebicoli nibija kusisibwa kadoima,The maize crop will be damaged by fall armyworm.
UPDF eketaba omubitebe kalinda businge.,UPDF has participated in peace keeping missions.
tuhaire amata g'ent ag'okubanza hali ba'isenkuru itwe,We have given the first milk from the cow to the ancestors.
Abaana baitu benda kuhurra oruganikyo nkoku twatangatangaine.,Our children love hearing the story oh how we met -they make us tell it every anniversary.
"Kakuba abasi bensi batungire itaka likooto eryokulisizamu, itaka lyakubaire likyarumu ekiriisa.","If the community had not overgrazed the land, the soil would still be fertile."
nkagira esaara eyinasabaga kakuba nahuraga oyuro - nikyo kintu ky'okumalira omubwongo bwange,I have had a prayer I say when I'm falling asleep-it's the last thing on my mind.
abaseruruzi bakasomaho engeri y'okuhinduka hinduka y'enyikara ekutalibaniza ebwokulya obubatandikireho enkora empyaka,The researchers study the impact of climate change on food security when they developed new adaptation strategies.
Ndora muno Ruhanga omubimera kukira onubyombeko.,I find God more easily in nature than in any building .
asaswire amabanjage gona,He has paid off all his debts.
Buli murwa guba namakuru noobu kiraaba tutugetegereza.,"Every ritual has a meaning, even if we don't always understand it."
omurwaire ayolere oburorwaho obwokwekengera,The patient has shown signs of sepsis.
ebintu by'emikono by'enzarwa nitwija kutwarana okukora orubugo,Traditional crafts will include barkcloth making.
"Tubanza okuha abakuru abaira , amata agatubanza okukama omunte.",We give the first milk from the cow to the ancestors.
ebibo empyaka ekaba esemerire hansi eyimukire,The new variety was suitable for higher altitudes.
nitwija okwongezayo waranti hamasanyarazi,We will offer extended warranties on electronics.
ekikali kya tooro mu FORT PORTAL kisikirize abagenyi baingi,The Tooro palace in Fort Portal has attracted many visitors.
ninyija okukozesa kadi yabanka okutunga obugoba,I will use a credit card for the rewards points.
"kakuba ninyija kukora ekintu kyona ntaine okutina rundi okulemererwa, ninyija kutandikaho bizinesi yange","If l will do anything without fear of failure, l'd start my own business."
abalimi bakozesaze ebijunzire okuhindura engeri y'itaka,Farmers have used compost to improve soil structure.
Omusiri gw'ebicooli gulirwe kandi gwasiswa ihe ly'empuhira.,The maize crop has been damaged by fall armyworm.
kampuni etahire omukatale akhyaka,The company has entered new markets.
nsangire ruhanga ayanguhire muno omuby'obuhangwa kukira ebyombeko,I found God more easily in nature than in any building.
"Ab'ekitongole kyebitwehinguliriize eky'ebyeruyegesa batairemu omuhumbo ab'emyaaka erw kuuba bebembezi,bebitwehinguliriize.",The environmental education center has inspired a new generation of environmental leaders.
isomero ly'ebyobuhangwa likagaramu amani abebembezi abeby'obuhangwa ab'omulembe omuhyaka,The environmental education center inspired a new generation of environmental leaders.
isomero ly'ebyobuhangwa nirija okugaramu amani abebembezi abeby'obuhangwa ab'omulebe omuhyaka,The environmental education center will inspire a new generation of environmental leaders.
"Omuzaano ogworutimbi ourukusekesa buli omu, nagubazaaho.",The new comedy series on television has everyone talking.
katemba empyaka hativi ekaba ine bulyomu nabaza,The new comedy series on television had everyone talking.
katemba empyaka hativi nija kuba ine bulyomu nabaza,The new comedy series on television will have everyone talking.
katemba empyaka hativi ekaire ine bulyomu nabaza,The new comedy series on television has had everyone talking.
Haibandiro nuho turukwiija kujaguliza ebijuma ebyokubanza.,We will celebrate the first fruits with a ceremony at the shrine.
tujaguza ebijuma ebyokubanza n'ekijaguzo hairamizo,We celebrate the first fruits with a ceremony at the shrine.
nitwijaguza ebijuma ebyokubanza n'ekijaguzo hairamizo,We celebrated the first fruits with a ceremony at the shrine.
tujagwize ebijuma ebyokubanza n'ekijaguzo hairamizo,We have celebrated the first fruits with a ceremony at the shrine.
"Ekiro ekyaijo omurwa gw'okulinda ebirimwa, omwigi wenjura agukozirege.",The rainmaker performed the ritual to protect the crops yesterday.
anagisa enjura abanza okukora emigenzo kulinda ebirimwa ijo,The rainmaker performs the ritual to protect the crops yesterday.
anagisa enjura naija kubanza okukora emigenzo kulinda ebirimwa ijo,The rainmaker will perform the ritual to protect the crops yesterday.
anagisa enjura akozire emigenzo lulinda ebirimwa ijo,The rainmaker has performed the ritual to protect the crops yesterday.
Aine omulingo ogwandoramu ogunde tera kwehurra nk'omuntu wenka omunsi yoona.,She has this way of looking at me that makes me feel like the only person in the world
akaba aine engeri akundoramu eyekaba nendetera okuhura ninyo nyeka omunsi,She had this way of looking at me that makes me feel like the only person in the world
naija okugira engeri akwija okundoramu endetere okuhura ninyowe nyeka omunsi,She will have this way of looking at me that makes me feel like the only person in the world
akaba aine engeri akaba nandoramu nendetera okuhura ninyowe nyeka omusi,She has had this way of looking at me that makes me feel like the only person in the world
obusiri bwensigo zokubyara busemeza omulingo gwiltaka,Permanent beds improve soil structure.
ebitabu ebihanganzi bihindura engeri y'itaka,Permanent beds improved soil structure.
ebitabu ebihangazi nibija okuhindura engeri y'itaka,Permanent beds will improve soil structure.
ebitabu ebihanganzi bihindwire engeri y'itaka,Permanent beds have improved soil structure.
Kukuba oburorwaho bugumizamu hikirra abafumu ahonaho.,"If the symptoms worsen, seek medical attention immediately."
"kakuba oburorwaho bweyongera, omusere obuyambi by'abafumu bwango","If the symptoms worsened, seek medical attention immediately."
"kakuba oburorwaho bwija okweyongera, musere obuyambi by'abafumu bwango","If the symptoms will worsen, seek medical attention immediately."
"kakuba oburorwaho bweyongeraho, musere obuyambi by'abafumu bwango","If the symptoms have worsened, seek medical attention immediately."
Nitwija kujaguza empero y'ekyanda nomukoro gw'okusiima.,We will celebrate the end of the dry season with a ceremony of thanks.
tujaguza okumalira kw'ekyanda n'ekijaguzo ky'okusima,We celebrate the end of the dry season with a ceremony of thanks.
tukajaguza okumalira kw'ekyanda n'ekijaguzo ky'okusima,We celebrated the end of the dry season with a ceremony of thanks.
tujagwize okumalira kw'ekyanda n'ekijaguzo ky'okusima,We have celebrated the end of the dry season with a ceremony of thanks.
Akatebe akobutale nikalengesaho emikura kamanyisa amakuru,The marketing team is testing new advertising channels.
abarangi bakarozaho omukutu gw'okurangira omuhyaka,The marketing team tested new advertising channels.
abarangi nibaija okurozaho omukutu gw'okurangira omuhysks,The marketing team will test new advertising channels.
abarangi barolezeho omukutu gw'okurangira omuhyaka,The marketing team has tested new advertising channels.
Abafumu abenzaarwa bakozesaaga ebisaka n'emyoyo emibi.,Traditional healers used herbs and spiritual practices.
omufumu akakozesa ebisaka n'oburogo,Traditional healers used herbs and spiritual practices.
omufumu naija okukozesa ebisaka n'oburogo,Traditional healers will use herbs and spiritual practices.
omufumu akozeseze rbisaka n'oburogo,Traditional healers have used herbs and spiritual practices.
engabi katanga ekairuka ekirurru neliina hurutu kukurwaata,The gazelle ran so fast that the cheetah could not catch it.
amaya iruka muno nti ekitalago tesobora okugigwata,The gazelle so fast ran that the cheetah could not catch it.
amaya nija kwiruka muno nti ekitalago tikisobora okugikwata,The gazelle will so fast run that the cheetah could not catch it.
amaya ekakairuka muno nti ekitalago tikisobora okugikwata,The gazelle has so fast run that the cheetah could not catch it.
Kampuni eri mukusindikwa abemigabo,The company is facing shareholder activism.
kampuni ekatangatangana okweteranizamu kw'abemigabo,The company faced shareholder activism.
kampuni neja kutangatangana okweteranizamu kw'abemigabo,The company will face shareholder activism.
kampuni etangaine okweteranizaho kw'abemigabo,The company has faced shareholder activism.
Kulima kwemikiiko hansozi kuhondera emera yensi eyobuhangwa.,Contour plowing follows the land's natural contours.
okulima enyiringani kukahondera orugyegye orwobuhangwa,Contour plowing followed the land's natural contours.
okulima enyiringani nikwija okuhondera orugyegye orwobuhangwa,Contour plowing will follow the land's natural contours.
okulima enyiringanikihondire orugyegye orwobuhangwa,Contour plowing has followed the land's natural contours.
Omunyikiriza eyenzaarwa harumu okumanya omuhangi.,Traditional religion included belief in a supreme creator.
okubandwa kubamu okwikiriza muruhanga,Traditional religion included belief in a supreme creator.
okubandwa nikwija kubamu okwikiriza muruhanga,Traditional religion will include belief in a supreme creator.
okubandwa kubairemu okwikiriza omuruhanga,Traditional religion has included belief in a supreme creator.
"Kakuba nali ntatiire hansi y'ibaale , tinakwongiire kwombeka obw'omeezi bwange nkooku bugondeze.","If l had'nt hit rock bottom , l never would have rebuilt my life the way l wanted it."
"kakuba ntalitire obutobo bw'ibale, tinandyombekere obwomezi bwange ngeri nali ni nyenda","If l had'nt hits rock bottom, l never would have rebuilt my life the way l wanted it."
"kakuba ntatereobutobo bw'ibale, tinandyombekere obwomezi bwange ngeri nali ni nyenda","If l had'nt will hit rock bottom, l never would have rebuilt my life the way l wanted it."
"kakuba nalintalitire obutobo bw'ibale, tinandyombekere obwomezi bwange ngeri nali ni nyenda","If l had'nt has hit rock bottom, l never would have rebuilt my life the way l wanted it."
Amaarwa ago'kubanza kuruga omu maarwa agalisiibwe buhyaka tugahongera baisenkuru itwe abaira.,We offer the first beer from the new brew to the ancestors.
tukagaba biya ey'okubanza kuruga omwihisizo erihyaka hali byaisenkuru itwe,We offered the first beer from the new brew to the ancestors.
nitwija kutunda omwenge ogw'okubanza kuruga omwihisizo erihyaka hali byaisenkuru itwe,We will offer the first beer from the new brew to the ancestors.
tuhaire omwenge ogw'okubanza kuruga omwihisizo erihyaka hali byaisenkuru itwe,We have offered the first beer from the new brew to the ancestors.
Enyikiriza enzaarwa ekaba erumu emirwa y'okwisa enjura n'okugesa.,Traditional religion included rituals for rain and harvest.
okubandwa kukaba kulimu emigenzo y'enjura n'okugesa,Traditional religion included rituals for rain and harvest.
okubandwa nikwija kubamu emigenzo y'enjura n'okugesa,Traditional religion will include rituals for rain and harvest.
okubandwa kubairemu emigenzo y'enjura n'okugesa,Traditional religion has included rituals for rain and harvest.
obuguuda bwihanfa nubuleberizibwe okukurra ha ndubata ingaine -ingaine,The economy is projected to grow at a moderate pace.
ebyefuna bakabitebereza okukura mporampora,The economy was projected to grow at a moderate pace.
ebyefuna nibija okuteberizibwa okukura mpora mpora,The economy will be projected to grow at a moderate pace.
ebyefuna biteberizibwe okukura mporamporam,The economy has been projected to grow at a moderate pace.
"Omutekanisa webisisani by'oeutmbi ayecencwiire omuzaana gw'ebisisani ebiruugenda , n'amaraka gaakyo kandi ayeteekaiize kugwoleka omunsi yoona.",The filmmaker has edited her movie and is ready to show it to the world.
omukozi wafilimu ahinduramu omuzanogwe kandi ayetekanize okugwoleka ensi,The filmmaker edits her movie and is ready to show it to the world.
omukozi wafilimu akahinduramu omuzanogwe kandi ayetekanize okugwoleka ensi,The filmmaker edited her movie and is ready to show it to the world.
omukozi wafilimu naija okuhinduramu omuzanogwe kandi ayetekanize okugwoleka ensi,The filmmaker will edit her movie and is ready to show it to the world.
"Buli mwaka,nyetegerezaho muno kyonka nyetwarra bike.","Every year, I understand a little more and claim a little less."
"buli mwaka, nketegerezamu kataito kandi nayebundaza kataito","Every year, I understood a little more and claim a little less."
"buli mwaka, ninyija okwetegerezamu kataito kandi nyebundanze kataito","Every year, I will understand a little more and claim a little less."
"buli mwaka, nyetegereza kataito kandi nyebundaza kataito","Every year, I have understood a little more and claim a little less."
Ekiro ekyaijo nkasasura ibanja lyamaizi.,I paid my water bill yesterday.
nkasasu amaizi gange ijo,I pay my water bill yesterday.
ninyija okusasura amaizi gange ijo,I will pay my water bill yesterday.
nsaswire amaizi gange ijo,I have paid my water bill yesterday.
"Hakubatizibwa kwamunywani wange, nkabaho nobundaba ntali mukristo baitu gwali mugisa kubaho.",I attended a friend's baptism even though I'm not christian-it was an honor to witness.
nkataha okubatizibwa kwamunyani wange nobu kiraba tindi mukurisitayo- kibaire kyekitinisa okuba kaiso,I attend a friend's baptism even though I'm not christian-it was an honor to witness.
ninyija okutaha okubatizi kwamunyani wange nobu kiraba tindi mukurisitayo- kibaire kyekitinisa okuba kaiso,I will attend a friend's baptism even though I'm not christian-it was an honor to witness.
ntahire okubatizibwa kwamunyani wange nobu kiraba tindi mukurisitayo- kibaire kyekitinisa okuba kaiso,I have attended a friend's baptism even though I'm not christian-it was an honor to witness.
Eka eyeri haihi naitwe ekakuletera ebyokulya habwomwezi gwona nyuma yange yokusemezibwa.,The family next door brought us meals for a whole month after my surgery.
eka harwigi orukugarukaho batugulire ebyokulya by'omwezi gwona hanyuma y;okusemeza,The family next door brought us meals for a whole month after my surgery.
eka harwigi orukugarukaho nibaija okutugura ebyokulya by'omwezi gwona hanyuma y'okusemeza,The family next door will bring us meals for a whole month after my surgery.
eka harwigi orukugarukaho etugulirege eby'okulya b'yomwezi gwona hanyuma y'okusemeza,The family next door has brought us meals for a whole month after my surgery.
"Omwaka tutarasoboire ebisembo , tukahandikira ngana ebbaruha omukikaro -eyange nkyagiine.","The year we couldn't afford gifts , we wrote each other letters instead - l still have mine."
"omwaka nambere tutalisobwoire ebisembo, tukehandikira ebaroha - nkyaine eyange","The year we did not afford gifts, we wrote each other letters instead - l still have mine."
"omwaka nambere titutrukwija okusobora ebisembo, nitwija kwahandikira ebaroha - nkyaine eyange","The year we will not afford gifts, we wrote each other letters instead - l still have mine."
"omwaka ogututasobwoire ebisembo, nitwija okuhandika ebaroha - ekyaine eyange","The year we have not afforded gifts, we wrote each other letters instead - l still have mine."
Kulisiza ebisolo biingi hataito kikeheze kugarurwa buhyaka oku'itaka enjura obwerukuba eqwiire.,The overgrazing has been reducing the lands ability to recover after rain.
okulisa muno kukehya obusobozi bwitaka okugara enjura,The overgrazing reduces the lands ability to recover after rain.
okulisa muno kukeheze obusobozi bwitaka okugara enjura,The overgrazing reduced the lands ability to recover after rain.
okulisa muno nikwija okukehya obusobozi bwitaka okugara enjura,The overgrazing will reduce the lands ability to recover after rain.
Noija kwetaagisa kupima obulemeezi bw'amagufa gaawe.,You'll need to have your bone density tested.
okaire noyetagisibya okukebera igufwa lyawe ly'omugongo,You needed to have your bone density tested.
noija okwetagisibwa okukebera igufwa lyawe ly'omugongo,You will need to have your bone density tested.
noyetagisibwa okukebara igufwa lyawe ly'omugongo,You have needed to have your bone density tested.
ehudu ekakwaata encu eyebiriisa bingi omukisaaru nekiganja kyaayo ekikooto,The bear caught salmon in the river with its huge paws.
beeya ekakwata esamaki omukyeya n'ebinono byayo ebikoto,The bear caught salmon in the river with its huge paws.
beeya nija okukwata esamaki n'ebinono byayo ebikoto,The bear will catch salmon in the river with its huge paws.
beeya ekakwata esamaki omukyeya nebinono byayo ebikoto,The bear has caught salmon in the river with its huge paws.
Nkaba ntakasiimaga encumba ya nyina nyowe kuhikya obu naganzire aheeru Kandi niyeriisa.,"I never appreciated my mother,s cooking until l moved out and had to feed myself."
tisima iyina nyowe habw'okucumba okuhikya obunagezire natandika okwerisa,"I never appreciate my mother, s cooking until l moved out and had to feed myself."
tindikwija okusima inyina nyowe habw'okucumba okuhikya obunagezire natandika okwerisa,"I never will appreciate my mother, s cooking until l moved out and had to feed myself."
tinadisimire nyina nyowe habwocumba okuhikya obunagenzire natandika okwerisa,"I never have appreciated my mother, s cooking until l moved out and had to feed myself."
Aliyo nayetekanizira ebigezo.,She's busy preparing for her exams.
akaba alibize nayetekaniriza ebirenngeso,She was busy preparing for her exams.
naija kubabize nayetekaniriza ebirengeso,She will be busy preparing for her exams.
abaire bize nayetekaniriza ebirengeso,She has been busy preparing for her exams.
Ninferwa omulingo amaka agatwetoraire nkoku bategekaga ebiro bikukuru nkyali mwana.,I miss the way the whole neighborhood would decorate for festivals when l was a kid.
nyikaire niburwamu omulingo abatahi batimba ebijaguzo obukaba nkyali muto,I missed the way the whole neighborhood would decorate for festivals when l was a kid.
ninyija okuburwamu engeri abatahi batimba ebijaguzo obukaba nkyali muto,I will miss the way the whole neighborhood would decorate for festivals when l was a kid.
nbuzirwemu omulingo abatahi batimba ebijaguzo obukaba nkyali muto,I have missed the way the whole neighborhood would decorate for festivals when l was a kid.
Yusuf Lule akebembera ihanga habwakasumi kake.,Yusuf Lule served as president briefly.
yusufu lule akaherezaho nkomukuru wihanga kumara akasumi kataito,Yusuf Lule served as president briefly.
yusufu lule naija okuherezaho nkomukuru wihanga kumara aksumi kataito,Yusuf Lule will serve as president briefly.
yusufu lule aherizeho nkomukuru wihanga okumara akasumi kataito,Yusuf Lule has served as president briefly.
